ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:47:38.742Z hisSize:56483 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b7e-192811d1 "Site B Room 4 Living" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d997a3d-1687e50e "Site B Room 4 Living AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" curStatus:"ok" point curVal:38%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d997a3d-8ce770dd "4 Living AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d997a3d-a040140e "Site B Room 4 Living AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b5e-526d9983 "p:linkEdge:r:2d996b5e-526d9983" amSensorAM307ModelId:"_amSensorAM307_point:humidity"
2025-03-15T16:20:05+02:00 Bucharest,41.5%RH
2025-03-15T16:30:00+02:00 Bucharest,41.5%RH
2025-03-15T16:31:00+02:00 Bucharest,41%RH
2025-03-15T16:40:05+02:00 Bucharest,41.5%RH
2025-03-15T16:45:00+02:00 Bucharest,41.5%RH
2025-03-15T17:00:00+02:00 Bucharest,41.5%RH
2025-03-15T17:15:00+02:00 Bucharest,41.5%RH
2025-03-15T17:30:00+02:00 Bucharest,41.5%RH
2025-03-15T17:40:04+02:00 Bucharest,41%RH
2025-03-15T17:45:00+02:00 Bucharest,41%RH
2025-03-15T17:50:03+02:00 Bucharest,41.5%RH
2025-03-15T18:00:00+02:00 Bucharest,41.5%RH
2025-03-15T18:15:00+02:00 Bucharest,41.5%RH
2025-03-15T18:30:00+02:00 Bucharest,41.5%RH
2025-03-15T18:45:00+02:00 Bucharest,41.5%RH
2025-03-15T19:00:00+02:00 Bucharest,41.5%RH
2025-03-15T19:15:00+02:00 Bucharest,41.5%RH
2025-03-15T19:30:00+02:00 Bucharest,41.5%RH
2025-03-15T19:40:01+02:00 Bucharest,42%RH
2025-03-15T19:45:00+02:00 Bucharest,42%RH
2025-03-15T19:50:01+02:00 Bucharest,41.5%RH
2025-03-15T20:00:00+02:00 Bucharest,41.5%RH
2025-03-15T20:15:00+02:00 Bucharest,41.5%RH
2025-03-15T20:20:01+02:00 Bucharest,42%RH
2025-03-15T20:30:00+02:00 Bucharest,42%RH
2025-03-15T20:45:00+02:00 Bucharest,42%RH
2025-03-15T20:50:00+02:00 Bucharest,42.5%RH
2025-03-15T21:00:00+02:00 Bucharest,42.5%RH
2025-03-15T21:01:00+02:00 Bucharest,42%RH
2025-03-15T21:15:00+02:00 Bucharest,42%RH
2025-03-15T21:29:59+02:00 Bucharest,42.5%RH
2025-03-15T21:30:00+02:00 Bucharest,42.5%RH
2025-03-15T21:39:59+02:00 Bucharest,43%RH
2025-03-15T21:45:00+02:00 Bucharest,43%RH
2025-03-15T21:59:59+02:00 Bucharest,42.5%RH
2025-03-15T22:00:00+02:00 Bucharest,42.5%RH
2025-03-15T22:15:00+02:00 Bucharest,42.5%RH
2025-03-15T22:30:00+02:00 Bucharest,42.5%RH
2025-03-15T22:45:00+02:00 Bucharest,42.5%RH
2025-03-15T22:59:58+02:00 Bucharest,42%RH
2025-03-15T23:00:00+02:00 Bucharest,42%RH
2025-03-15T23:15:00+02:00 Bucharest,42%RH
2025-03-15T23:30:00+02:00 Bucharest,42%RH
2025-03-15T23:45:00+02:00 Bucharest,42%RH
2025-03-15T23:49:57+02:00 Bucharest,41.5%RH
2025-03-16T00:00:00+02:00 Bucharest,41.5%RH
2025-03-16T00:15:00+02:00 Bucharest,41.5%RH
2025-03-16T00:30:00+02:00 Bucharest,41.5%RH
2025-03-16T00:45:00+02:00 Bucharest,41.5%RH
2025-03-16T01:00:00+02:00 Bucharest,41.5%RH
2025-03-16T01:15:00+02:00 Bucharest,41.5%RH
2025-03-16T01:30:00+02:00 Bucharest,41.5%RH
2025-03-16T01:39:55+02:00 Bucharest,41%RH
2025-03-16T01:45:00+02:00 Bucharest,41%RH
2025-03-16T02:00:00+02:00 Bucharest,41%RH
2025-03-16T02:15:00+02:00 Bucharest,41%RH
2025-03-16T02:30:00+02:00 Bucharest,41%RH
2025-03-16T02:39:54+02:00 Bucharest,40.5%RH
2025-03-16T02:45:00+02:00 Bucharest,40.5%RH
2025-03-16T02:49:54+02:00 Bucharest,40%RH
2025-03-16T03:00:00+02:00 Bucharest,40%RH
2025-03-16T03:09:53+02:00 Bucharest,39.5%RH
2025-03-16T03:15:00+02:00 Bucharest,39.5%RH
2025-03-16T03:29:53+02:00 Bucharest,39%RH
2025-03-16T03:30:00+02:00 Bucharest,39%RH
2025-03-16T03:45:00+02:00 Bucharest,39%RH
2025-03-16T04:00:00+02:00 Bucharest,39%RH
2025-03-16T04:15:00+02:00 Bucharest,39%RH
2025-03-16T04:30:00+02:00 Bucharest,39%RH
2025-03-16T04:45:00+02:00 Bucharest,39%RH
2025-03-16T04:59:52+02:00 Bucharest,38.5%RH
2025-03-16T05:00:00+02:00 Bucharest,38.5%RH
2025-03-16T05:15:00+02:00 Bucharest,38.5%RH
2025-03-16T05:29:51+02:00 Bucharest,38%RH
2025-03-16T05:30:00+02:00 Bucharest,38%RH
2025-03-16T05:45:00+02:00 Bucharest,38%RH
2025-03-16T05:49:51+02:00 Bucharest,37.5%RH
2025-03-16T06:00:00+02:00 Bucharest,37.5%RH
2025-03-16T06:09:50+02:00 Bucharest,37%RH
2025-03-16T06:15:00+02:00 Bucharest,37%RH
2025-03-16T06:19:50+02:00 Bucharest,37.5%RH
2025-03-16T06:29:50+02:00 Bucharest,36.5%RH
2025-03-16T06:30:00+02:00 Bucharest,36.5%RH
2025-03-16T06:45:00+02:00 Bucharest,36.5%RH
2025-03-16T07:00:00+02:00 Bucharest,36.5%RH
2025-03-16T07:09:49+02:00 Bucharest,36%RH
2025-03-16T07:15:00+02:00 Bucharest,36%RH
2025-03-16T07:30:00+02:00 Bucharest,36%RH
2025-03-16T07:45:00+02:00 Bucharest,36%RH
2025-03-16T07:59:48+02:00 Bucharest,35.5%RH
2025-03-16T08:00:00+02:00 Bucharest,35.5%RH
2025-03-16T08:15:00+02:00 Bucharest,35.5%RH
2025-03-16T08:30:00+02:00 Bucharest,35.5%RH
2025-03-16T08:45:00+02:00 Bucharest,35.5%RH
2025-03-16T08:49:48+02:00 Bucharest,35%RH
2025-03-16T08:59:47+02:00 Bucharest,35.5%RH
2025-03-16T09:00:00+02:00 Bucharest,35.5%RH
2025-03-16T09:15:00+02:00 Bucharest,35.5%RH
2025-03-16T09:30:00+02:00 Bucharest,35.5%RH
2025-03-16T09:39:47+02:00 Bucharest,35%RH
2025-03-16T09:45:00+02:00 Bucharest,35%RH
2025-03-16T09:49:46+02:00 Bucharest,35.5%RH
2025-03-16T10:00:00+02:00 Bucharest,35.5%RH
2025-03-16T10:09:46+02:00 Bucharest,35%RH
2025-03-16T10:15:00+02:00 Bucharest,35%RH
2025-03-16T10:19:46+02:00 Bucharest,35.5%RH
2025-03-16T10:29:46+02:00 Bucharest,35%RH
2025-03-16T10:30:00+02:00 Bucharest,35%RH
2025-03-16T10:45:00+02:00 Bucharest,35%RH
2025-03-16T10:59:45+02:00 Bucharest,34.5%RH
2025-03-16T11:00:00+02:00 Bucharest,34.5%RH
2025-03-16T11:15:00+02:00 Bucharest,34.5%RH
2025-03-16T11:30:00+02:00 Bucharest,34.5%RH
2025-03-16T11:45:00+02:00 Bucharest,34.5%RH
2025-03-16T11:49:44+02:00 Bucharest,34%RH
2025-03-16T12:00:00+02:00 Bucharest,34%RH
2025-03-16T12:09:44+02:00 Bucharest,34.5%RH
2025-03-16T12:15:00+02:00 Bucharest,34.5%RH
2025-03-16T12:30:00+02:00 Bucharest,34.5%RH
2025-03-16T12:45:00+02:00 Bucharest,34.5%RH
2025-03-16T13:00:00+02:00 Bucharest,34.5%RH
2025-03-16T13:09:43+02:00 Bucharest,35%RH
2025-03-16T13:15:00+02:00 Bucharest,35%RH
2025-03-16T13:30:00+02:00 Bucharest,35%RH
2025-03-16T13:45:00+02:00 Bucharest,35%RH
2025-03-16T13:49:42+02:00 Bucharest,35.5%RH
2025-03-16T14:00:00+02:00 Bucharest,35.5%RH
2025-03-16T14:15:00+02:00 Bucharest,35.5%RH
2025-03-16T14:30:00+02:00 Bucharest,35.5%RH
2025-03-16T14:45:00+02:00 Bucharest,35.5%RH
2025-03-16T14:49:41+02:00 Bucharest,36%RH
2025-03-16T15:00:00+02:00 Bucharest,36%RH
2025-03-16T15:15:00+02:00 Bucharest,36%RH
2025-03-16T15:30:00+02:00 Bucharest,36%RH
2025-03-16T15:45:00+02:00 Bucharest,36%RH
2025-03-16T15:49:40+02:00 Bucharest,36.5%RH
2025-03-16T16:00:00+02:00 Bucharest,36.5%RH
2025-03-16T16:15:00+02:00 Bucharest,36.5%RH
2025-03-16T16:19:40+02:00 Bucharest,36%RH
2025-03-16T16:29:40+02:00 Bucharest,37%RH
2025-03-16T16:30:00+02:00 Bucharest,37%RH
2025-03-16T16:45:00+02:00 Bucharest,37%RH
2025-03-16T16:49:39+02:00 Bucharest,36.5%RH
2025-03-16T17:00:00+02:00 Bucharest,36.5%RH
2025-03-16T17:09:39+02:00 Bucharest,37%RH
2025-03-16T17:15:00+02:00 Bucharest,37%RH
2025-03-16T17:19:39+02:00 Bucharest,36.5%RH
2025-03-16T17:29:38+02:00 Bucharest,37%RH
2025-03-16T17:30:00+02:00 Bucharest,37%RH
2025-03-16T17:39:38+02:00 Bucharest,36.5%RH
2025-03-16T17:45:00+02:00 Bucharest,36.5%RH
2025-03-16T17:49:38+02:00 Bucharest,37%RH
2025-03-16T18:00:00+02:00 Bucharest,37%RH
2025-03-16T18:09:38+02:00 Bucharest,37.5%RH
2025-03-16T18:15:00+02:00 Bucharest,37.5%RH
2025-03-16T18:30:00+02:00 Bucharest,37.5%RH
2025-03-16T18:45:00+02:00 Bucharest,37.5%RH
2025-03-16T18:49:37+02:00 Bucharest,38%RH
2025-03-16T19:00:00+02:00 Bucharest,38%RH
2025-03-16T19:09:37+02:00 Bucharest,38.5%RH
2025-03-16T19:15:00+02:00 Bucharest,38.5%RH
2025-03-16T19:29:36+02:00 Bucharest,39%RH
2025-03-16T19:30:00+02:00 Bucharest,39%RH
2025-03-16T19:39:36+02:00 Bucharest,38.5%RH
2025-03-16T19:45:00+02:00 Bucharest,38.5%RH
2025-03-16T19:59:36+02:00 Bucharest,39%RH
2025-03-16T20:00:00+02:00 Bucharest,39%RH
2025-03-16T20:15:00+02:00 Bucharest,39%RH
2025-03-16T20:19:35+02:00 Bucharest,38.5%RH
2025-03-16T20:30:00+02:00 Bucharest,38.5%RH
2025-03-16T20:39:35+02:00 Bucharest,37.5%RH
2025-03-16T20:45:00+02:00 Bucharest,37.5%RH
2025-03-16T20:49:35+02:00 Bucharest,37%RH
2025-03-16T21:00:00+02:00 Bucharest,37%RH
2025-03-16T21:15:00+02:00 Bucharest,37%RH
2025-03-16T21:29:34+02:00 Bucharest,36.5%RH
2025-03-16T21:30:00+02:00 Bucharest,36.5%RH
2025-03-16T21:39:36+02:00 Bucharest,36%RH
2025-03-16T21:45:00+02:00 Bucharest,36%RH
2025-03-16T21:49:34+02:00 Bucharest,36.5%RH
2025-03-16T22:00:00+02:00 Bucharest,36.5%RH
2025-03-16T22:15:00+02:00 Bucharest,36.5%RH
2025-03-16T22:30:00+02:00 Bucharest,36.5%RH
2025-03-16T22:45:00+02:00 Bucharest,36.5%RH
2025-03-16T22:59:33+02:00 Bucharest,36%RH
2025-03-16T23:00:00+02:00 Bucharest,36%RH
2025-03-16T23:15:00+02:00 Bucharest,36%RH
2025-03-16T23:30:00+02:00 Bucharest,36%RH
2025-03-16T23:45:00+02:00 Bucharest,36%RH
2025-03-16T23:49:32+02:00 Bucharest,35.5%RH
2025-03-17T00:00:00+02:00 Bucharest,35.5%RH
2025-03-17T00:15:00+02:00 Bucharest,35.5%RH
2025-03-17T00:29:31+02:00 Bucharest,35%RH
2025-03-17T00:30:00+02:00 Bucharest,35%RH
2025-03-17T00:45:00+02:00 Bucharest,35%RH
2025-03-17T01:00:00+02:00 Bucharest,35%RH
2025-03-17T01:09:30+02:00 Bucharest,34.5%RH
2025-03-17T01:15:00+02:00 Bucharest,34.5%RH
2025-03-17T01:29:30+02:00 Bucharest,34%RH
2025-03-17T01:30:00+02:00 Bucharest,34%RH
2025-03-17T01:45:00+02:00 Bucharest,34%RH
2025-03-17T02:00:00+02:00 Bucharest,34%RH
2025-03-17T02:09:29+02:00 Bucharest,33.5%RH
2025-03-17T02:15:00+02:00 Bucharest,33.5%RH
2025-03-17T02:30:00+02:00 Bucharest,33.5%RH
2025-03-17T02:45:00+02:00 Bucharest,33.5%RH
2025-03-17T03:00:00+02:00 Bucharest,33.5%RH
2025-03-17T03:15:00+02:00 Bucharest,33.5%RH
2025-03-17T03:30:00+02:00 Bucharest,33.5%RH
2025-03-17T03:45:00+02:00 Bucharest,33.5%RH
2025-03-17T04:00:00+02:00 Bucharest,33.5%RH
2025-03-17T04:15:00+02:00 Bucharest,33.5%RH
2025-03-17T04:30:00+02:00 Bucharest,33.5%RH
2025-03-17T04:45:00+02:00 Bucharest,33.5%RH
2025-03-17T04:49:26+02:00 Bucharest,34%RH
2025-03-17T04:59:26+02:00 Bucharest,33.5%RH
2025-03-17T05:00:00+02:00 Bucharest,33.5%RH
2025-03-17T05:09:26+02:00 Bucharest,34%RH
2025-03-17T05:15:00+02:00 Bucharest,34%RH
2025-03-17T05:19:28+02:00 Bucharest,33.5%RH
2025-03-17T05:29:26+02:00 Bucharest,34%RH
2025-03-17T05:30:00+02:00 Bucharest,34%RH
2025-03-17T05:39:26+02:00 Bucharest,33.5%RH
2025-03-17T05:45:00+02:00 Bucharest,33.5%RH
2025-03-17T05:49:25+02:00 Bucharest,34%RH
2025-03-17T05:59:25+02:00 Bucharest,33.5%RH
2025-03-17T06:00:00+02:00 Bucharest,33.5%RH
2025-03-17T06:09:25+02:00 Bucharest,33%RH
2025-03-17T06:15:00+02:00 Bucharest,33%RH
2025-03-17T06:30:00+02:00 Bucharest,33%RH
2025-03-17T06:45:00+02:00 Bucharest,33%RH
2025-03-17T07:00:00+02:00 Bucharest,33%RH
2025-03-17T07:15:00+02:00 Bucharest,33%RH
2025-03-17T07:19:24+02:00 Bucharest,33.5%RH
2025-03-17T07:29:24+02:00 Bucharest,33%RH
2025-03-17T07:30:00+02:00 Bucharest,33%RH
2025-03-17T07:45:00+02:00 Bucharest,33%RH
2025-03-17T08:00:00+02:00 Bucharest,33%RH
2025-03-17T08:15:00+02:00 Bucharest,33%RH
2025-03-17T08:30:00+02:00 Bucharest,33%RH
2025-03-17T08:45:00+02:00 Bucharest,33%RH
2025-03-17T08:59:22+02:00 Bucharest,33.5%RH
2025-03-17T09:00:00+02:00 Bucharest,33.5%RH
2025-03-17T09:15:00+02:00 Bucharest,33.5%RH
2025-03-17T09:30:00+02:00 Bucharest,33.5%RH
2025-03-17T09:45:00+02:00 Bucharest,33.5%RH
2025-03-17T09:59:21+02:00 Bucharest,34%RH
2025-03-17T10:00:00+02:00 Bucharest,34%RH
2025-03-17T10:09:21+02:00 Bucharest,34.5%RH
2025-03-17T10:15:00+02:00 Bucharest,34.5%RH
2025-03-17T10:19:21+02:00 Bucharest,35.5%RH
2025-03-17T10:29:21+02:00 Bucharest,35%RH
2025-03-17T10:30:00+02:00 Bucharest,35%RH
2025-03-17T10:39:20+02:00 Bucharest,35.5%RH
2025-03-17T10:45:00+02:00 Bucharest,35.5%RH
2025-03-17T10:49:20+02:00 Bucharest,36%RH
2025-03-17T10:59:20+02:00 Bucharest,35.5%RH
2025-03-17T11:00:00+02:00 Bucharest,35.5%RH
2025-03-17T11:15:00+02:00 Bucharest,35.5%RH
2025-03-17T11:30:00+02:00 Bucharest,35.5%RH
2025-03-17T11:45:00+02:00 Bucharest,35.5%RH
2025-03-17T11:49:19+02:00 Bucharest,34.5%RH
2025-03-17T12:00:00+02:00 Bucharest,34.5%RH
2025-03-17T12:15:00+02:00 Bucharest,34.5%RH
2025-03-17T12:19:19+02:00 Bucharest,34%RH
2025-03-17T12:29:18+02:00 Bucharest,34.5%RH
2025-03-17T12:30:00+02:00 Bucharest,34.5%RH
2025-03-17T12:45:00+02:00 Bucharest,34.5%RH
2025-03-17T13:00:00+02:00 Bucharest,34.5%RH
2025-03-17T13:15:00+02:00 Bucharest,34.5%RH
2025-03-17T13:30:00+02:00 Bucharest,34.5%RH
2025-03-17T13:45:00+02:00 Bucharest,34.5%RH
2025-03-17T14:00:00+02:00 Bucharest,34.5%RH
2025-03-17T14:15:00+02:00 Bucharest,34.5%RH
2025-03-17T14:29:16+02:00 Bucharest,35%RH
2025-03-17T14:30:00+02:00 Bucharest,35%RH
2025-03-17T14:45:00+02:00 Bucharest,35%RH
2025-03-17T15:00:00+02:00 Bucharest,35%RH
2025-03-17T15:09:15+02:00 Bucharest,34.5%RH
2025-03-17T15:15:00+02:00 Bucharest,34.5%RH
2025-03-17T15:29:15+02:00 Bucharest,35%RH
2025-03-17T15:30:00+02:00 Bucharest,35%RH
2025-03-17T15:45:00+02:00 Bucharest,35%RH
2025-03-17T16:00:00+02:00 Bucharest,35%RH
2025-03-17T16:09:14+02:00 Bucharest,34.5%RH
2025-03-17T16:15:00+02:00 Bucharest,34.5%RH
2025-03-17T16:29:14+02:00 Bucharest,34%RH
2025-03-17T16:30:00+02:00 Bucharest,34%RH
2025-03-17T16:45:00+02:00 Bucharest,34%RH
2025-03-17T16:59:13+02:00 Bucharest,33.5%RH
2025-03-17T17:00:00+02:00 Bucharest,33.5%RH
2025-03-17T17:15:00+02:00 Bucharest,33.5%RH
2025-03-17T17:29:13+02:00 Bucharest,34.5%RH
2025-03-17T17:30:00+02:00 Bucharest,34.5%RH
2025-03-17T17:39:13+02:00 Bucharest,35%RH
2025-03-17T17:45:00+02:00 Bucharest,35%RH
2025-03-17T17:49:13+02:00 Bucharest,35.5%RH
2025-03-17T17:59:12+02:00 Bucharest,36%RH
2025-03-17T18:00:00+02:00 Bucharest,36%RH
2025-03-17T18:09:12+02:00 Bucharest,36.5%RH
2025-03-17T18:15:00+02:00 Bucharest,36.5%RH
2025-03-17T18:30:00+02:00 Bucharest,36.5%RH
2025-03-17T18:39:12+02:00 Bucharest,37%RH
2025-03-17T18:45:00+02:00 Bucharest,37%RH
2025-03-17T18:59:11+02:00 Bucharest,37.5%RH
2025-03-17T19:00:00+02:00 Bucharest,37.5%RH
2025-03-17T19:09:11+02:00 Bucharest,38%RH
2025-03-17T19:15:00+02:00 Bucharest,38%RH
2025-03-17T19:29:11+02:00 Bucharest,37.5%RH
2025-03-17T19:30:00+02:00 Bucharest,37.5%RH
2025-03-17T19:39:11+02:00 Bucharest,38%RH
2025-03-17T19:45:00+02:00 Bucharest,38%RH
2025-03-17T19:49:11+02:00 Bucharest,36.5%RH
2025-03-17T19:59:10+02:00 Bucharest,38%RH
2025-03-17T20:00:00+02:00 Bucharest,38%RH
2025-03-17T20:15:00+02:00 Bucharest,38%RH
2025-03-17T20:19:10+02:00 Bucharest,38.5%RH
2025-03-17T20:30:00+02:00 Bucharest,38.5%RH
2025-03-17T20:45:00+02:00 Bucharest,38.5%RH
2025-03-17T20:59:09+02:00 Bucharest,38%RH
2025-03-17T21:00:00+02:00 Bucharest,38%RH
2025-03-17T21:15:00+02:00 Bucharest,38%RH
2025-03-17T21:30:00+02:00 Bucharest,38%RH
2025-03-17T21:45:00+02:00 Bucharest,38%RH
2025-03-17T22:00:00+02:00 Bucharest,38%RH
2025-03-17T22:09:08+02:00 Bucharest,37.5%RH
2025-03-17T22:15:00+02:00 Bucharest,37.5%RH
2025-03-17T22:29:08+02:00 Bucharest,37%RH
2025-03-17T22:30:00+02:00 Bucharest,37%RH
2025-03-17T22:45:00+02:00 Bucharest,37%RH
2025-03-17T23:00:00+02:00 Bucharest,37%RH
2025-03-17T23:15:00+02:00 Bucharest,37%RH
2025-03-17T23:29:07+02:00 Bucharest,36.5%RH
2025-03-17T23:30:00+02:00 Bucharest,36.5%RH
2025-03-17T23:45:00+02:00 Bucharest,36.5%RH
2025-03-18T00:00:00+02:00 Bucharest,36.5%RH
2025-03-18T00:15:00+02:00 Bucharest,36.5%RH
2025-03-18T00:30:00+02:00 Bucharest,36.5%RH
2025-03-18T00:45:00+02:00 Bucharest,36.5%RH
2025-03-18T01:00:00+02:00 Bucharest,36.5%RH
2025-03-18T01:15:00+02:00 Bucharest,36.5%RH
2025-03-18T01:19:05+02:00 Bucharest,36%RH
2025-03-18T01:30:00+02:00 Bucharest,36%RH
2025-03-18T01:39:04+02:00 Bucharest,35.5%RH
2025-03-18T01:45:00+02:00 Bucharest,35.5%RH
2025-03-18T02:00:00+02:00 Bucharest,35.5%RH
2025-03-18T02:15:00+02:00 Bucharest,35.5%RH
2025-03-18T02:29:04+02:00 Bucharest,35%RH
2025-03-18T02:30:00+02:00 Bucharest,35%RH
2025-03-18T02:45:00+02:00 Bucharest,35%RH
2025-03-18T02:49:03+02:00 Bucharest,34.5%RH
2025-03-18T03:00:00+02:00 Bucharest,34.5%RH
2025-03-18T03:15:00+02:00 Bucharest,34.5%RH
2025-03-18T03:19:03+02:00 Bucharest,34%RH
2025-03-18T03:30:00+02:00 Bucharest,34%RH
2025-03-18T03:45:00+02:00 Bucharest,34%RH
2025-03-18T03:59:02+02:00 Bucharest,33.5%RH
2025-03-18T04:00:00+02:00 Bucharest,33.5%RH
2025-03-18T04:15:00+02:00 Bucharest,33.5%RH
2025-03-18T04:30:00+02:00 Bucharest,33.5%RH
2025-03-18T04:45:00+02:00 Bucharest,33.5%RH
2025-03-18T04:59:01+02:00 Bucharest,33%RH
2025-03-18T05:00:00+02:00 Bucharest,33%RH
2025-03-18T05:09:01+02:00 Bucharest,33.5%RH
2025-03-18T05:15:00+02:00 Bucharest,33.5%RH
2025-03-18T05:19:01+02:00 Bucharest,33%RH
2025-03-18T05:30:00+02:00 Bucharest,33%RH
2025-03-18T05:45:00+02:00 Bucharest,33%RH
2025-03-18T06:00:00+02:00 Bucharest,33%RH
2025-03-18T06:15:00+02:00 Bucharest,33%RH
2025-03-18T06:30:00+02:00 Bucharest,33%RH
2025-03-18T06:45:00+02:00 Bucharest,33%RH
2025-03-18T06:58:59+02:00 Bucharest,33.5%RH
2025-03-18T07:00:00+02:00 Bucharest,33.5%RH
2025-03-18T07:08:59+02:00 Bucharest,33%RH
2025-03-18T07:15:00+02:00 Bucharest,33%RH
2025-03-18T07:18:58+02:00 Bucharest,33.5%RH
2025-03-18T07:29:00+02:00 Bucharest,33%RH
2025-03-18T07:30:00+02:00 Bucharest,33%RH
2025-03-18T07:45:00+02:00 Bucharest,33%RH
2025-03-18T08:00:00+02:00 Bucharest,33%RH
2025-03-18T08:15:00+02:00 Bucharest,33%RH
2025-03-18T08:28:57+02:00 Bucharest,32.5%RH
2025-03-18T08:30:00+02:00 Bucharest,32.5%RH
2025-03-18T08:45:00+02:00 Bucharest,32.5%RH
2025-03-18T08:58:57+02:00 Bucharest,33%RH
2025-03-18T09:00:00+02:00 Bucharest,33%RH
2025-03-18T09:15:00+02:00 Bucharest,33%RH
2025-03-18T09:18:56+02:00 Bucharest,33.5%RH
2025-03-18T09:30:00+02:00 Bucharest,33.5%RH
2025-03-18T09:38:56+02:00 Bucharest,34%RH
2025-03-18T09:45:00+02:00 Bucharest,34%RH
2025-03-18T10:00:00+02:00 Bucharest,34%RH
2025-03-18T10:08:55+02:00 Bucharest,34.5%RH
2025-03-18T10:15:00+02:00 Bucharest,34.5%RH
2025-03-18T10:28:55+02:00 Bucharest,34%RH
2025-03-18T10:30:00+02:00 Bucharest,34%RH
2025-03-18T10:38:55+02:00 Bucharest,34.5%RH
2025-03-18T10:45:00+02:00 Bucharest,34.5%RH
2025-03-18T10:58:55+02:00 Bucharest,35%RH
2025-03-18T11:00:00+02:00 Bucharest,35%RH
2025-03-18T11:08:54+02:00 Bucharest,34.5%RH
2025-03-18T11:15:00+02:00 Bucharest,34.5%RH
2025-03-18T11:30:00+02:00 Bucharest,34.5%RH
2025-03-18T11:45:00+02:00 Bucharest,34.5%RH
2025-03-18T11:48:54+02:00 Bucharest,34%RH
2025-03-18T12:00:00+02:00 Bucharest,34%RH
2025-03-18T12:15:00+02:00 Bucharest,34%RH
2025-03-18T12:30:00+02:00 Bucharest,34%RH
2025-03-18T12:38:53+02:00 Bucharest,34.5%RH
2025-03-18T12:45:00+02:00 Bucharest,34.5%RH
2025-03-18T12:48:53+02:00 Bucharest,35.5%RH
2025-03-18T13:00:00+02:00 Bucharest,35.5%RH
2025-03-18T13:08:52+02:00 Bucharest,36.5%RH
2025-03-18T13:15:00+02:00 Bucharest,36.5%RH
2025-03-18T13:28:52+02:00 Bucharest,36%RH
2025-03-18T13:30:00+02:00 Bucharest,36%RH
2025-03-18T13:38:52+02:00 Bucharest,37%RH
2025-03-18T13:45:00+02:00 Bucharest,37%RH
2025-03-18T13:48:51+02:00 Bucharest,36.5%RH
2025-03-18T13:58:51+02:00 Bucharest,37.5%RH
2025-03-18T14:00:00+02:00 Bucharest,37.5%RH
2025-03-18T14:15:00+02:00 Bucharest,37.5%RH
2025-03-18T14:18:51+02:00 Bucharest,38%RH
2025-03-18T14:28:51+02:00 Bucharest,37%RH
2025-03-18T14:30:00+02:00 Bucharest,37%RH
2025-03-18T14:45:00+02:00 Bucharest,37%RH
2025-03-18T14:58:50+02:00 Bucharest,35%RH
2025-03-18T15:00:00+02:00 Bucharest,35%RH
2025-03-18T15:08:50+02:00 Bucharest,34%RH
2025-03-18T15:15:00+02:00 Bucharest,34%RH
2025-03-18T15:18:50+02:00 Bucharest,33%RH
2025-03-18T15:28:50+02:00 Bucharest,32.5%RH
2025-03-18T15:30:00+02:00 Bucharest,32.5%RH
2025-03-18T15:38:50+02:00 Bucharest,33.5%RH
2025-03-18T15:45:00+02:00 Bucharest,33.5%RH
2025-03-18T15:58:49+02:00 Bucharest,34%RH
2025-03-18T16:00:00+02:00 Bucharest,34%RH
2025-03-18T16:08:49+02:00 Bucharest,34.5%RH
2025-03-18T16:15:00+02:00 Bucharest,34.5%RH
2025-03-18T16:28:49+02:00 Bucharest,35%RH
2025-03-18T16:30:00+02:00 Bucharest,35%RH
2025-03-18T16:38:48+02:00 Bucharest,34.5%RH
2025-03-18T16:45:00+02:00 Bucharest,34.5%RH
2025-03-18T16:48:48+02:00 Bucharest,35%RH
2025-03-18T17:00:00+02:00 Bucharest,35%RH
2025-03-18T17:15:00+02:00 Bucharest,35%RH
2025-03-18T17:30:00+02:00 Bucharest,35%RH
2025-03-18T17:45:00+02:00 Bucharest,35%RH
2025-03-18T17:58:47+02:00 Bucharest,34.5%RH
2025-03-18T18:00:00+02:00 Bucharest,34.5%RH
2025-03-18T18:15:00+02:00 Bucharest,34.5%RH
2025-03-18T18:18:47+02:00 Bucharest,35%RH
2025-03-18T18:30:00+02:00 Bucharest,35%RH
2025-03-18T18:38:48+02:00 Bucharest,34.5%RH
2025-03-18T18:45:00+02:00 Bucharest,34.5%RH
