ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:27.189Z hisSize:48608 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint his id:@p:linkEdge:r:2d9ab1c2-67e6b723 "Site B Room 3 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:46:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point curVal:24.4°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-02-08T16:19:51+02:00 Bucharest,23.799999237060547°C
2025-02-08T16:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-08T16:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-08T16:49:51+02:00 Bucharest,24°C
2025-02-08T17:00:00+02:00 Bucharest,24°C
2025-02-08T17:15:00+02:00 Bucharest,24°C
2025-02-08T17:19:51+02:00 Bucharest,23.899999618530273°C
2025-02-08T17:29:51+02:00 Bucharest,24°C
2025-02-08T17:30:00+02:00 Bucharest,24°C
2025-02-08T17:45:00+02:00 Bucharest,24°C
2025-02-08T18:00:00+02:00 Bucharest,24°C
2025-02-08T18:15:00+02:00 Bucharest,24°C
2025-02-08T18:19:50+02:00 Bucharest,23.899999618530273°C
2025-02-08T18:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-08T18:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-08T19:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-08T19:09:51+02:00 Bucharest,23.700000762939453°C
2025-02-08T19:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-08T19:29:50+02:00 Bucharest,23.799999237060547°C
2025-02-08T19:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-08T19:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-08T19:59:50+02:00 Bucharest,24°C
2025-02-08T20:00:00+02:00 Bucharest,24°C
2025-02-08T20:15:00+02:00 Bucharest,24°C
2025-02-08T20:29:51+02:00 Bucharest,23.899999618530273°C
2025-02-08T20:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-08T20:45:00+02:00 Bucharest,23.899999618530273°C
2025-02-08T20:59:51+02:00 Bucharest,23.700000762939453°C
2025-02-08T21:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-08T21:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-08T21:29:50+02:00 Bucharest,23.5°C
2025-02-08T21:30:00+02:00 Bucharest,23.5°C
2025-02-08T21:39:51+02:00 Bucharest,23.399999618530273°C
2025-02-08T21:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-08T22:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-08T22:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-08T22:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-08T22:39:50+02:00 Bucharest,23.100000381469727°C
2025-02-08T22:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-08T23:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-08T23:09:50+02:00 Bucharest,23.399999618530273°C
2025-02-08T23:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-08T23:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-08T23:39:51+02:00 Bucharest,23.700000762939453°C
2025-02-08T23:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-09T00:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T00:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T00:19:50+02:00 Bucharest,23.5°C
2025-02-09T00:30:00+02:00 Bucharest,23.5°C
2025-02-09T00:39:51+02:00 Bucharest,23.399999618530273°C
2025-02-09T00:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-09T01:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T01:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T01:19:51+02:00 Bucharest,23.100000381469727°C
2025-02-09T01:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T01:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T01:49:51+02:00 Bucharest,23°C
2025-02-09T01:59:51+02:00 Bucharest,22.899999618530273°C
2025-02-09T02:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T02:15:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T02:29:51+02:00 Bucharest,23.100000381469727°C
2025-02-09T02:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T02:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T02:49:50+02:00 Bucharest,23.299999237060547°C
2025-02-09T03:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T03:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T03:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T03:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T03:49:51+02:00 Bucharest,23.200000762939453°C
2025-02-09T04:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-09T04:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-09T04:29:51+02:00 Bucharest,23°C
2025-02-09T04:30:00+02:00 Bucharest,23°C
2025-02-09T04:39:50+02:00 Bucharest,22.899999618530273°C
2025-02-09T04:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T05:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T05:15:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T05:30:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T05:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T05:59:51+02:00 Bucharest,22.5°C
2025-02-09T06:00:00+02:00 Bucharest,22.5°C
2025-02-09T06:15:00+02:00 Bucharest,22.5°C
2025-02-09T06:29:50+02:00 Bucharest,22.299999237060547°C
2025-02-09T06:30:00+02:00 Bucharest,22.299999237060547°C
2025-02-09T06:45:00+02:00 Bucharest,22.299999237060547°C
2025-02-09T07:00:00+02:00 Bucharest,22.299999237060547°C
2025-02-09T07:15:00+02:00 Bucharest,22.299999237060547°C
2025-02-09T07:30:00+02:00 Bucharest,22.299999237060547°C
2025-02-09T07:39:50+02:00 Bucharest,23°C
2025-02-09T07:45:00+02:00 Bucharest,23°C
2025-02-09T07:49:51+02:00 Bucharest,23.100000381469727°C
2025-02-09T08:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T08:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T08:29:51+02:00 Bucharest,23°C
2025-02-09T08:30:00+02:00 Bucharest,23°C
2025-02-09T08:39:51+02:00 Bucharest,22.899999618530273°C
2025-02-09T08:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T09:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T09:09:51+02:00 Bucharest,22.700000762939453°C
2025-02-09T09:15:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T09:30:00+02:00 Bucharest,22.600000381469727°C
2025-02-09T09:39:51+02:00 Bucharest,22.5°C
2025-02-09T09:45:00+02:00 Bucharest,22.5°C
2025-02-09T09:59:51+02:00 Bucharest,22.600000381469727°C
2025-02-09T10:00:00+02:00 Bucharest,22.600000381469727°C
2025-02-09T10:15:00+02:00 Bucharest,22.600000381469727°C
2025-02-09T10:19:51+02:00 Bucharest,22.899999618530273°C
2025-02-09T10:30:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T10:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T10:59:51+02:00 Bucharest,23.100000381469727°C
2025-02-09T11:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T11:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T11:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T11:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T11:59:51+02:00 Bucharest,23°C
2025-02-09T12:00:00+02:00 Bucharest,23°C
2025-02-09T12:15:00+02:00 Bucharest,23°C
2025-02-09T12:30:00+02:00 Bucharest,23°C
2025-02-09T12:39:51+02:00 Bucharest,22.899999618530273°C
2025-02-09T12:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T13:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T13:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T13:29:51+02:00 Bucharest,22.700000762939453°C
2025-02-09T13:30:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T13:45:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T14:00:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T14:15:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T14:30:00+02:00 Bucharest,22.600000381469727°C
2025-02-09T14:45:00+02:00 Bucharest,22.600000381469727°C
2025-02-09T14:59:51+02:00 Bucharest,22.899999618530273°C
2025-02-09T15:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T15:15:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T15:19:51+02:00 Bucharest,23.299999237060547°C
2025-02-09T15:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T15:39:47+02:00 Bucharest,23.600000381469727°C
2025-02-09T15:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T16:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T16:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T16:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T16:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T17:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T17:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T17:29:47+02:00 Bucharest,23.299999237060547°C
2025-02-09T17:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T17:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T17:59:47+02:00 Bucharest,23.200000762939453°C
2025-02-09T18:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-09T18:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-09T18:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T18:39:47+02:00 Bucharest,23°C
2025-02-09T18:45:00+02:00 Bucharest,23°C
2025-02-09T18:59:48+02:00 Bucharest,22.899999618530273°C
2025-02-09T19:00:00+02:00 Bucharest,22.899999618530273°C
2025-02-09T19:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T19:30:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T19:45:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T20:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T20:15:00+02:00 Bucharest,22.799999237060547°C
2025-02-09T20:29:47+02:00 Bucharest,22.700000762939453°C
2025-02-09T20:30:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T20:45:00+02:00 Bucharest,22.700000762939453°C
2025-02-09T20:59:48+02:00 Bucharest,23.100000381469727°C
2025-02-09T21:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-09T21:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-09T21:30:00+02:00 Bucharest,23.200000762939453°C
2025-02-09T21:39:47+02:00 Bucharest,23.399999618530273°C
2025-02-09T21:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-09T22:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T22:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-09T22:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-09T22:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-09T22:59:48+02:00 Bucharest,23.600000381469727°C
2025-02-09T23:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T23:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-09T23:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-09T23:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-09T23:59:48+02:00 Bucharest,23.799999237060547°C
2025-02-10T00:00:00+02:00 Bucharest,23.799999237060547°C
2025-02-10T00:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-10T00:29:48+02:00 Bucharest,24.200000762939453°C
2025-02-10T00:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-10T00:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-10T01:00:00+02:00 Bucharest,24.200000762939453°C
2025-02-10T01:15:00+02:00 Bucharest,24.200000762939453°C
2025-02-10T01:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-10T01:45:00+02:00 Bucharest,24.200000762939453°C
2025-02-10T01:59:48+02:00 Bucharest,23.899999618530273°C
2025-02-10T02:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-10T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-10T02:30:00+02:00 Bucharest,23.899999618530273°C
2025-02-10T02:39:48+02:00 Bucharest,23.700000762939453°C
2025-02-10T02:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T03:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T03:09:48+02:00 Bucharest,23.5°C
2025-02-10T03:15:00+02:00 Bucharest,23.5°C
2025-02-10T03:29:48+02:00 Bucharest,23.600000381469727°C
2025-02-10T03:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T03:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T03:49:48+02:00 Bucharest,23.799999237060547°C
2025-02-10T03:59:48+02:00 Bucharest,24°C
2025-02-10T04:00:00+02:00 Bucharest,24°C
2025-02-10T04:15:00+02:00 Bucharest,24°C
2025-02-10T04:30:00+02:00 Bucharest,24°C
2025-02-10T04:45:00+02:00 Bucharest,24°C
2025-02-10T05:00:00+02:00 Bucharest,24°C
2025-02-10T05:09:48+02:00 Bucharest,23.799999237060547°C
2025-02-10T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-02-10T05:29:48+02:00 Bucharest,23.700000762939453°C
2025-02-10T05:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T05:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T05:59:48+02:00 Bucharest,23.5°C
2025-02-10T06:00:00+02:00 Bucharest,23.5°C
2025-02-10T06:09:49+02:00 Bucharest,23.399999618530273°C
2025-02-10T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-10T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-10T06:45:00+02:00 Bucharest,23.399999618530273°C
2025-02-10T06:49:48+02:00 Bucharest,23.200000762939453°C
2025-02-10T07:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T07:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T07:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T07:39:48+02:00 Bucharest,22.899999618530273°C
2025-02-10T07:45:00+02:00 Bucharest,22.899999618530273°C
2025-02-10T08:00:00+02:00 Bucharest,22.799999237060547°C
2025-02-10T08:09:48+02:00 Bucharest,22.700000762939453°C
2025-02-10T08:15:00+02:00 Bucharest,22.700000762939453°C
2025-02-10T08:30:00+02:00 Bucharest,22.600000381469727°C
2025-02-10T08:45:00+02:00 Bucharest,22.600000381469727°C
2025-02-10T08:49:48+02:00 Bucharest,22.5°C
2025-02-10T09:00:00+02:00 Bucharest,22.5°C
2025-02-10T09:15:00+02:00 Bucharest,22.5°C
2025-02-10T09:29:48+02:00 Bucharest,22.799999237060547°C
2025-02-10T09:30:00+02:00 Bucharest,22.799999237060547°C
2025-02-10T09:45:00+02:00 Bucharest,22.799999237060547°C
2025-02-10T09:59:48+02:00 Bucharest,23.100000381469727°C
2025-02-10T10:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T10:09:48+02:00 Bucharest,23.299999237060547°C
2025-02-10T10:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T10:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-10T10:39:48+02:00 Bucharest,23.5°C
2025-02-10T10:45:00+02:00 Bucharest,23.5°C
2025-02-10T11:00:00+02:00 Bucharest,23.5°C
2025-02-10T11:15:00+02:00 Bucharest,23.5°C
2025-02-10T11:30:00+02:00 Bucharest,23.5°C
2025-02-10T11:45:00+02:00 Bucharest,23.5°C
2025-02-10T12:00:00+02:00 Bucharest,23.5°C
2025-02-10T12:15:00+02:00 Bucharest,23.5°C
2025-02-10T12:30:00+02:00 Bucharest,23.5°C
2025-02-10T12:45:00+02:00 Bucharest,23.5°C
2025-02-10T12:59:48+02:00 Bucharest,23°C
2025-02-10T13:00:00+02:00 Bucharest,23°C
2025-02-10T13:15:00+02:00 Bucharest,23°C
2025-02-10T13:29:49+02:00 Bucharest,23.299999237060547°C
2025-02-10T13:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T13:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T13:59:49+02:00 Bucharest,23.600000381469727°C
2025-02-10T14:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T14:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T14:30:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T14:45:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T15:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T15:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T15:29:48+02:00 Bucharest,23.5°C
2025-02-10T15:30:00+02:00 Bucharest,23.5°C
2025-02-10T15:45:00+02:00 Bucharest,23.5°C
2025-02-10T16:00:00+02:00 Bucharest,23.5°C
2025-02-10T16:15:00+02:00 Bucharest,23.5°C
2025-02-10T16:19:48+02:00 Bucharest,23.299999237060547°C
2025-02-10T16:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T16:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T17:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T17:09:48+02:00 Bucharest,23.200000762939453°C
2025-02-10T17:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-10T17:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T17:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T17:59:48+02:00 Bucharest,23°C
2025-02-10T18:00:00+02:00 Bucharest,23°C
2025-02-10T18:15:00+02:00 Bucharest,23°C
2025-02-10T18:30:00+02:00 Bucharest,23°C
2025-02-10T18:39:48+02:00 Bucharest,23.100000381469727°C
2025-02-10T18:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-10T18:49:49+02:00 Bucharest,23.299999237060547°C
2025-02-10T19:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T19:15:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T19:19:48+02:00 Bucharest,23.700000762939453°C
2025-02-10T19:29:49+02:00 Bucharest,23.799999237060547°C
2025-02-10T19:30:00+02:00 Bucharest,23.799999237060547°C
2025-02-10T19:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-10T19:49:48+02:00 Bucharest,23.700000762939453°C
2025-02-10T20:00:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T20:15:00+02:00 Bucharest,23.700000762939453°C
2025-02-10T20:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T20:39:49+02:00 Bucharest,23.5°C
2025-02-10T20:45:00+02:00 Bucharest,23.5°C
2025-02-10T21:00:00+02:00 Bucharest,23.5°C
2025-02-10T21:15:00+02:00 Bucharest,23.5°C
2025-02-10T21:19:49+02:00 Bucharest,23.299999237060547°C
2025-02-10T21:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T21:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T22:00:00+02:00 Bucharest,23.299999237060547°C
2025-02-10T22:09:48+02:00 Bucharest,23.5°C
2025-02-10T22:15:00+02:00 Bucharest,23.5°C
2025-02-10T22:19:48+02:00 Bucharest,23.600000381469727°C
2025-02-10T22:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-10T22:39:49+02:00 Bucharest,23.799999237060547°C
2025-02-10T22:45:00+02:00 Bucharest,23.799999237060547°C
2025-02-10T22:59:49+02:00 Bucharest,24.100000381469727°C
2025-02-10T23:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-10T23:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-10T23:19:48+02:00 Bucharest,24.600000381469727°C
2025-02-10T23:30:00+02:00 Bucharest,24.700000762939453°C
2025-02-10T23:39:49+02:00 Bucharest,24.799999237060547°C
2025-02-10T23:45:00+02:00 Bucharest,24.799999237060547°C
2025-02-11T00:00:00+02:00 Bucharest,24.899999618530273°C
2025-02-11T00:15:00+02:00 Bucharest,24.899999618530273°C
2025-02-11T00:30:00+02:00 Bucharest,24.799999237060547°C
2025-02-11T00:39:48+02:00 Bucharest,24.700000762939453°C
2025-02-11T00:45:00+02:00 Bucharest,24.700000762939453°C
2025-02-11T00:59:49+02:00 Bucharest,24.5°C
2025-02-11T01:00:00+02:00 Bucharest,24.5°C
2025-02-11T01:09:48+02:00 Bucharest,24.399999618530273°C
2025-02-11T01:15:00+02:00 Bucharest,24.399999618530273°C
2025-02-11T01:29:49+02:00 Bucharest,24.200000762939453°C
2025-02-11T01:30:00+02:00 Bucharest,24.200000762939453°C
2025-02-11T01:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T01:59:49+02:00 Bucharest,24°C
2025-02-11T02:00:00+02:00 Bucharest,24°C
2025-02-11T02:15:00+02:00 Bucharest,24°C
2025-02-11T02:29:48+02:00 Bucharest,24.100000381469727°C
2025-02-11T02:30:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T02:45:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T03:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T03:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T03:19:49+02:00 Bucharest,24.399999618530273°C
2025-02-11T03:30:00+02:00 Bucharest,24.399999618530273°C
2025-02-11T03:45:00+02:00 Bucharest,24.399999618530273°C
2025-02-11T03:49:49+02:00 Bucharest,24.200000762939453°C
2025-02-11T04:00:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T04:15:00+02:00 Bucharest,24.100000381469727°C
2025-02-11T04:19:48+02:00 Bucharest,24°C
2025-02-11T04:30:00+02:00 Bucharest,24°C
2025-02-11T04:45:00+02:00 Bucharest,24°C
2025-02-11T04:49:48+02:00 Bucharest,23.899999618530273°C
2025-02-11T05:00:00+02:00 Bucharest,23.899999618530273°C
2025-02-11T05:15:00+02:00 Bucharest,23.899999618530273°C
2025-02-11T05:19:49+02:00 Bucharest,23.700000762939453°C
2025-02-11T05:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-11T05:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-11T05:49:49+02:00 Bucharest,23.5°C
2025-02-11T06:00:00+02:00 Bucharest,23.5°C
2025-02-11T06:09:48+02:00 Bucharest,23.399999618530273°C
2025-02-11T06:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T06:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T06:39:48+02:00 Bucharest,23.200000762939453°C
2025-02-11T06:45:00+02:00 Bucharest,23.200000762939453°C
2025-02-11T06:59:49+02:00 Bucharest,23°C
2025-02-11T07:00:00+02:00 Bucharest,23°C
2025-02-11T07:15:00+02:00 Bucharest,23°C
2025-02-11T07:29:49+02:00 Bucharest,23.100000381469727°C
2025-02-11T07:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T07:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T07:59:49+02:00 Bucharest,23.399999618530273°C
2025-02-11T08:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T08:09:49+02:00 Bucharest,23.5°C
2025-02-11T08:15:00+02:00 Bucharest,23.5°C
2025-02-11T08:30:00+02:00 Bucharest,23.5°C
2025-02-11T08:45:00+02:00 Bucharest,23.5°C
2025-02-11T08:49:49+02:00 Bucharest,23.600000381469727°C
2025-02-11T08:59:49+02:00 Bucharest,23.5°C
2025-02-11T09:00:00+02:00 Bucharest,23.5°C
2025-02-11T09:15:00+02:00 Bucharest,23.5°C
2025-02-11T09:30:00+02:00 Bucharest,23.5°C
2025-02-11T09:45:00+02:00 Bucharest,23.5°C
2025-02-11T09:49:49+02:00 Bucharest,23.299999237060547°C
2025-02-11T09:59:49+02:00 Bucharest,23.200000762939453°C
2025-02-11T10:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-11T10:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-11T10:19:48+02:00 Bucharest,23.399999618530273°C
2025-02-11T10:30:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T10:39:49+02:00 Bucharest,23.600000381469727°C
2025-02-11T10:45:00+02:00 Bucharest,23.600000381469727°C
2025-02-11T11:00:00+02:00 Bucharest,23.600000381469727°C
2025-02-11T11:15:00+02:00 Bucharest,23.600000381469727°C
2025-02-11T11:30:00+02:00 Bucharest,23.600000381469727°C
2025-02-11T11:39:49+02:00 Bucharest,23.5°C
2025-02-11T11:45:00+02:00 Bucharest,23.5°C
2025-02-11T11:59:49+02:00 Bucharest,23.399999618530273°C
2025-02-11T12:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T12:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T12:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T12:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T12:59:49+02:00 Bucharest,23.100000381469727°C
2025-02-11T13:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T13:15:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T13:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T13:39:49+02:00 Bucharest,23°C
2025-02-11T13:45:00+02:00 Bucharest,23°C
2025-02-11T13:49:49+02:00 Bucharest,22.899999618530273°C
2025-02-11T13:59:49+02:00 Bucharest,23°C
2025-02-11T14:00:00+02:00 Bucharest,23°C
2025-02-11T14:15:00+02:00 Bucharest,23°C
2025-02-11T14:29:49+02:00 Bucharest,23.299999237060547°C
2025-02-11T14:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T14:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T15:00:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T15:15:00+02:00 Bucharest,23.399999618530273°C
2025-02-11T15:30:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T15:45:00+02:00 Bucharest,23.299999237060547°C
2025-02-11T15:59:49+02:00 Bucharest,23.200000762939453°C
2025-02-11T16:00:00+02:00 Bucharest,23.200000762939453°C
2025-02-11T16:15:00+02:00 Bucharest,23.200000762939453°C
2025-02-11T16:30:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T16:45:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T17:00:00+02:00 Bucharest,23.100000381469727°C
2025-02-11T17:09:49+02:00 Bucharest,23°C
2025-02-11T17:15:00+02:00 Bucharest,23°C
2025-02-11T17:30:00+02:00 Bucharest,23°C
2025-02-11T17:39:49+02:00 Bucharest,22.899999618530273°C
2025-02-11T17:45:00+02:00 Bucharest,22.899999618530273°C
