ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:42:27.189Z hisSize:48608 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b95-ed5a18fd "Site B Room 3" lorawanPoint his id:@p:linkEdge:r:2d9ab1c2-67e6b723 "Site B Room 3 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T02:46:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"°C" sensor cur amSensorRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point curVal:24.4°C disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab1c2-71da2caa "3 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab1c2-a2fb47fa "Site B Room 3 AQ" temp hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-01-16T00:19:48+02:00 Bucharest,24.5°C
2025-01-16T00:30:00+02:00 Bucharest,24.5°C
2025-01-16T00:45:00+02:00 Bucharest,24.5°C
2025-01-16T01:00:00+02:00 Bucharest,24.5°C
2025-01-16T01:09:48+02:00 Bucharest,24.399999618530273°C
2025-01-16T01:15:00+02:00 Bucharest,24.399999618530273°C
2025-01-16T01:19:48+02:00 Bucharest,24.200000762939453°C
2025-01-16T01:30:00+02:00 Bucharest,24.200000762939453°C
2025-01-16T01:45:00+02:00 Bucharest,24.200000762939453°C
2025-01-16T01:59:48+02:00 Bucharest,23.899999618530273°C
2025-01-16T02:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T02:29:48+02:00 Bucharest,23.700000762939453°C
2025-01-16T02:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T02:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T03:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T03:09:48+02:00 Bucharest,23.899999618530273°C
2025-01-16T03:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T03:19:48+02:00 Bucharest,24.100000381469727°C
2025-01-16T03:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-16T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-16T03:49:48+02:00 Bucharest,24.299999237060547°C
2025-01-16T04:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T04:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T04:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T04:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T04:59:48+02:00 Bucharest,24°C
2025-01-16T05:00:00+02:00 Bucharest,24°C
2025-01-16T05:15:00+02:00 Bucharest,24°C
2025-01-16T05:19:48+02:00 Bucharest,23.899999618530273°C
2025-01-16T05:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T05:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T06:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T06:09:48+02:00 Bucharest,23.700000762939453°C
2025-01-16T06:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T06:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T06:39:48+02:00 Bucharest,23.5°C
2025-01-16T06:45:00+02:00 Bucharest,23.5°C
2025-01-16T07:00:00+02:00 Bucharest,23.5°C
2025-01-16T07:15:00+02:00 Bucharest,23.5°C
2025-01-16T07:19:48+02:00 Bucharest,23.399999618530273°C
2025-01-16T07:29:49+02:00 Bucharest,23.600000381469727°C
2025-01-16T07:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T07:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T07:59:48+02:00 Bucharest,23.899999618530273°C
2025-01-16T08:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T08:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T08:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T08:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T09:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T09:09:48+02:00 Bucharest,23.700000762939453°C
2025-01-16T09:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T09:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T09:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T09:49:48+02:00 Bucharest,23.5°C
2025-01-16T09:59:49+02:00 Bucharest,23.399999618530273°C
2025-01-16T10:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-16T10:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-16T10:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T10:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T10:49:48+02:00 Bucharest,23.5°C
2025-01-16T11:00:00+02:00 Bucharest,23.5°C
2025-01-16T11:09:49+02:00 Bucharest,23.700000762939453°C
2025-01-16T11:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T11:19:48+02:00 Bucharest,23.799999237060547°C
2025-01-16T11:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T11:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T12:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-16T12:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T12:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T12:39:48+02:00 Bucharest,23.700000762939453°C
2025-01-16T12:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T13:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T13:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T13:19:48+02:00 Bucharest,23.5°C
2025-01-16T13:30:00+02:00 Bucharest,23.5°C
2025-01-16T13:45:00+02:00 Bucharest,23.5°C
2025-01-16T13:49:48+02:00 Bucharest,23.399999618530273°C
2025-01-16T14:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T14:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T14:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T14:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T15:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-16T15:09:48+02:00 Bucharest,23.100000381469727°C
2025-01-16T15:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-16T15:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-16T15:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-16T15:49:48+02:00 Bucharest,23°C
2025-01-16T16:00:00+02:00 Bucharest,23°C
2025-01-16T16:15:00+02:00 Bucharest,23°C
2025-01-16T16:19:48+02:00 Bucharest,22.899999618530273°C
2025-01-16T16:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T16:45:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T17:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T17:09:49+02:00 Bucharest,23.100000381469727°C
2025-01-16T17:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-16T17:29:48+02:00 Bucharest,23.5°C
2025-01-16T17:30:00+02:00 Bucharest,23.5°C
2025-01-16T17:45:00+02:00 Bucharest,23.5°C
2025-01-16T17:59:48+02:00 Bucharest,23.799999237060547°C
2025-01-16T18:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T18:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T18:29:49+02:00 Bucharest,23.700000762939453°C
2025-01-16T18:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T18:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-16T19:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T19:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-16T19:19:48+02:00 Bucharest,23.5°C
2025-01-16T19:29:49+02:00 Bucharest,23.399999618530273°C
2025-01-16T19:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-16T19:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-16T20:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-16T20:09:49+02:00 Bucharest,23.200000762939453°C
2025-01-16T20:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-16T20:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-16T20:39:49+02:00 Bucharest,23°C
2025-01-16T20:45:00+02:00 Bucharest,23°C
2025-01-16T20:59:49+02:00 Bucharest,22.899999618530273°C
2025-01-16T21:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T21:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T21:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-16T21:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-16T22:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T22:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-16T22:19:48+02:00 Bucharest,23.5°C
2025-01-16T22:29:49+02:00 Bucharest,23.799999237060547°C
2025-01-16T22:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T22:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-16T22:59:48+02:00 Bucharest,24.299999237060547°C
2025-01-16T23:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T23:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-16T23:30:00+02:00 Bucharest,24.399999618530273°C
2025-01-16T23:45:00+02:00 Bucharest,24.399999618530273°C
2025-01-16T23:59:49+02:00 Bucharest,24.200000762939453°C
2025-01-17T00:00:00+02:00 Bucharest,24.200000762939453°C
2025-01-17T00:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-17T00:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-17T00:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-17T00:49:48+02:00 Bucharest,23.899999618530273°C
2025-01-17T01:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-17T01:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-17T01:19:48+02:00 Bucharest,23.600000381469727°C
2025-01-17T01:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-17T01:39:49+02:00 Bucharest,23.5°C
2025-01-17T01:45:00+02:00 Bucharest,23.5°C
2025-01-17T01:59:48+02:00 Bucharest,23.399999618530273°C
2025-01-17T02:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T02:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-17T02:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T02:39:48+02:00 Bucharest,23.600000381469727°C
2025-01-17T02:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-17T03:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-17T03:09:48+02:00 Bucharest,23.899999618530273°C
2025-01-17T03:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-17T03:19:49+02:00 Bucharest,24°C
2025-01-17T03:30:00+02:00 Bucharest,24°C
2025-01-17T03:45:00+02:00 Bucharest,24°C
2025-01-17T03:59:49+02:00 Bucharest,23.899999618530273°C
2025-01-17T04:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-17T04:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-17T04:29:49+02:00 Bucharest,23.700000762939453°C
2025-01-17T04:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-17T04:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-17T04:59:48+02:00 Bucharest,23.5°C
2025-01-17T05:00:00+02:00 Bucharest,23.5°C
2025-01-17T05:09:49+02:00 Bucharest,23.399999618530273°C
2025-01-17T05:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T05:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T05:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-17T05:49:49+02:00 Bucharest,23.200000762939453°C
2025-01-17T06:00:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T06:15:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T06:19:49+02:00 Bucharest,23°C
2025-01-17T06:30:00+02:00 Bucharest,23°C
2025-01-17T06:45:00+02:00 Bucharest,23°C
2025-01-17T07:00:00+02:00 Bucharest,23°C
2025-01-17T07:15:00+02:00 Bucharest,23°C
2025-01-17T07:30:00+02:00 Bucharest,23°C
2025-01-17T07:45:00+02:00 Bucharest,23°C
2025-01-17T07:49:49+02:00 Bucharest,22.5°C
2025-01-17T08:00:00+02:00 Bucharest,22.5°C
2025-01-17T08:15:00+02:00 Bucharest,22.5°C
2025-01-17T08:30:00+02:00 Bucharest,22.5°C
2025-01-17T08:45:00+02:00 Bucharest,22.5°C
2025-01-17T08:49:49+02:00 Bucharest,23.399999618530273°C
2025-01-17T09:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T09:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T09:19:49+02:00 Bucharest,23.600000381469727°C
2025-01-17T09:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-17T09:39:49+02:00 Bucharest,23.5°C
2025-01-17T09:45:00+02:00 Bucharest,23.5°C
2025-01-17T09:59:49+02:00 Bucharest,23.299999237060547°C
2025-01-17T10:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-17T10:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-17T10:29:49+02:00 Bucharest,23.100000381469727°C
2025-01-17T10:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T10:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T10:49:49+02:00 Bucharest,22.899999618530273°C
2025-01-17T11:00:00+02:00 Bucharest,22.899999618530273°C
2025-01-17T11:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-17T11:29:49+02:00 Bucharest,22.600000381469727°C
2025-01-17T11:30:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T11:39:49+02:00 Bucharest,22.5°C
2025-01-17T11:45:00+02:00 Bucharest,22.5°C
2025-01-17T11:49:49+02:00 Bucharest,22.399999618530273°C
2025-01-17T12:00:00+02:00 Bucharest,22.399999618530273°C
2025-01-17T12:15:00+02:00 Bucharest,22.299999237060547°C
2025-01-17T12:30:00+02:00 Bucharest,22.299999237060547°C
2025-01-17T12:45:00+02:00 Bucharest,22.299999237060547°C
2025-01-17T12:49:49+02:00 Bucharest,22.200000762939453°C
2025-01-17T12:59:49+02:00 Bucharest,22.299999237060547°C
2025-01-17T13:00:00+02:00 Bucharest,22.299999237060547°C
2025-01-17T13:09:49+02:00 Bucharest,22.5°C
2025-01-17T13:15:00+02:00 Bucharest,22.5°C
2025-01-17T13:19:49+02:00 Bucharest,22.700000762939453°C
2025-01-17T13:29:49+02:00 Bucharest,22.899999618530273°C
2025-01-17T13:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-17T13:39:49+02:00 Bucharest,23°C
2025-01-17T13:45:00+02:00 Bucharest,23°C
2025-01-17T14:00:00+02:00 Bucharest,23°C
2025-01-17T14:09:49+02:00 Bucharest,23.200000762939453°C
2025-01-17T14:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-17T14:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T14:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T14:49:49+02:00 Bucharest,23°C
2025-01-17T15:00:00+02:00 Bucharest,23°C
2025-01-17T15:09:49+02:00 Bucharest,22.899999618530273°C
2025-01-17T15:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-17T15:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-17T15:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-17T16:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-17T16:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-17T16:19:49+02:00 Bucharest,22.700000762939453°C
2025-01-17T16:30:00+02:00 Bucharest,22.700000762939453°C
2025-01-17T16:39:49+02:00 Bucharest,22.799999237060547°C
2025-01-17T16:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-17T16:49:49+02:00 Bucharest,22.700000762939453°C
2025-01-17T17:00:00+02:00 Bucharest,22.700000762939453°C
2025-01-17T17:15:00+02:00 Bucharest,22.700000762939453°C
2025-01-17T17:30:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T17:45:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T18:00:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T18:15:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T18:30:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T18:45:00+02:00 Bucharest,22.600000381469727°C
2025-01-17T18:59:49+02:00 Bucharest,23.200000762939453°C
2025-01-17T19:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-17T19:09:49+02:00 Bucharest,23.399999618530273°C
2025-01-17T19:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T19:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T19:39:49+02:00 Bucharest,23.5°C
2025-01-17T19:45:00+02:00 Bucharest,23.5°C
2025-01-17T19:59:49+02:00 Bucharest,23.399999618530273°C
2025-01-17T20:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T20:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-17T20:29:49+02:00 Bucharest,23.200000762939453°C
2025-01-17T20:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-17T20:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-17T20:59:49+02:00 Bucharest,23°C
2025-01-17T21:00:00+02:00 Bucharest,23°C
2025-01-17T21:15:00+02:00 Bucharest,23°C
2025-01-17T21:29:49+02:00 Bucharest,22.899999618530273°C
2025-01-17T21:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-17T21:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-17T22:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-17T22:09:49+02:00 Bucharest,22.700000762939453°C
2025-01-17T22:15:00+02:00 Bucharest,22.700000762939453°C
2025-01-17T22:29:50+02:00 Bucharest,23.100000381469727°C
2025-01-17T22:30:00+02:00 Bucharest,23.100000381469727°C
2025-01-17T22:39:49+02:00 Bucharest,23.399999618530273°C
2025-01-17T22:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-17T22:59:49+02:00 Bucharest,24°C
2025-01-17T23:00:00+02:00 Bucharest,24°C
2025-01-17T23:09:50+02:00 Bucharest,24.200000762939453°C
2025-01-17T23:15:00+02:00 Bucharest,24.200000762939453°C
2025-01-17T23:19:49+02:00 Bucharest,24.299999237060547°C
2025-01-17T23:30:00+02:00 Bucharest,24.299999237060547°C
2025-01-17T23:45:00+02:00 Bucharest,24.299999237060547°C
2025-01-18T00:00:00+02:00 Bucharest,24.299999237060547°C
2025-01-18T00:15:00+02:00 Bucharest,24.299999237060547°C
2025-01-18T00:29:49+02:00 Bucharest,24.100000381469727°C
2025-01-18T00:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T00:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T00:49:49+02:00 Bucharest,23.899999618530273°C
2025-01-18T01:00:00+02:00 Bucharest,23.899999618530273°C
2025-01-18T01:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-18T01:30:00+02:00 Bucharest,23.899999618530273°C
2025-01-18T01:45:00+02:00 Bucharest,23.899999618530273°C
2025-01-18T01:49:49+02:00 Bucharest,23.5°C
2025-01-18T01:59:49+02:00 Bucharest,23.399999618530273°C
2025-01-18T02:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-18T02:15:00+02:00 Bucharest,23.399999618530273°C
2025-01-18T02:29:49+02:00 Bucharest,23.200000762939453°C
2025-01-18T02:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T02:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T03:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T03:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T03:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T03:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T03:49:49+02:00 Bucharest,23.5°C
2025-01-18T03:59:50+02:00 Bucharest,23.700000762939453°C
2025-01-18T04:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-18T04:15:00+02:00 Bucharest,23.700000762939453°C
2025-01-18T04:29:50+02:00 Bucharest,24°C
2025-01-18T04:30:00+02:00 Bucharest,24°C
2025-01-18T04:45:00+02:00 Bucharest,24°C
2025-01-18T05:00:00+02:00 Bucharest,24°C
2025-01-18T05:09:50+02:00 Bucharest,23.899999618530273°C
2025-01-18T05:15:00+02:00 Bucharest,23.899999618530273°C
2025-01-18T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-18T05:39:50+02:00 Bucharest,23.700000762939453°C
2025-01-18T05:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-18T06:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-18T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-18T06:29:50+02:00 Bucharest,23.399999618530273°C
2025-01-18T06:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-18T06:45:00+02:00 Bucharest,23.299999237060547°C
2025-01-18T06:59:50+02:00 Bucharest,23.200000762939453°C
2025-01-18T07:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T07:15:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T07:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T07:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T08:00:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T08:09:50+02:00 Bucharest,22.899999618530273°C
2025-01-18T08:15:00+02:00 Bucharest,22.899999618530273°C
2025-01-18T08:30:00+02:00 Bucharest,22.899999618530273°C
2025-01-18T08:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-18T09:00:00+02:00 Bucharest,22.799999237060547°C
2025-01-18T09:15:00+02:00 Bucharest,22.799999237060547°C
2025-01-18T09:19:50+02:00 Bucharest,23°C
2025-01-18T09:29:50+02:00 Bucharest,23.200000762939453°C
2025-01-18T09:30:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T09:45:00+02:00 Bucharest,23.200000762939453°C
2025-01-18T09:59:50+02:00 Bucharest,23.700000762939453°C
2025-01-18T10:00:00+02:00 Bucharest,23.700000762939453°C
2025-01-18T10:09:50+02:00 Bucharest,23.799999237060547°C
2025-01-18T10:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-18T10:30:00+02:00 Bucharest,23.799999237060547°C
2025-01-18T10:45:00+02:00 Bucharest,23.799999237060547°C
2025-01-18T11:00:00+02:00 Bucharest,23.799999237060547°C
2025-01-18T11:15:00+02:00 Bucharest,23.799999237060547°C
2025-01-18T11:19:50+02:00 Bucharest,23.700000762939453°C
2025-01-18T11:30:00+02:00 Bucharest,23.700000762939453°C
2025-01-18T11:45:00+02:00 Bucharest,23.700000762939453°C
2025-01-18T11:49:50+02:00 Bucharest,23.5°C
2025-01-18T11:59:50+02:00 Bucharest,23.399999618530273°C
2025-01-18T12:00:00+02:00 Bucharest,23.399999618530273°C
2025-01-18T12:15:00+02:00 Bucharest,23.299999237060547°C
2025-01-18T12:30:00+02:00 Bucharest,23.299999237060547°C
2025-01-18T12:39:49+02:00 Bucharest,23.100000381469727°C
2025-01-18T12:45:00+02:00 Bucharest,23.100000381469727°C
2025-01-18T12:49:49+02:00 Bucharest,23°C
2025-01-18T13:00:00+02:00 Bucharest,23°C
2025-01-18T13:15:00+02:00 Bucharest,23°C
2025-01-18T13:29:50+02:00 Bucharest,22.799999237060547°C
2025-01-18T13:30:00+02:00 Bucharest,22.799999237060547°C
2025-01-18T13:45:00+02:00 Bucharest,22.799999237060547°C
2025-01-18T13:59:49+02:00 Bucharest,22.600000381469727°C
2025-01-18T14:00:00+02:00 Bucharest,22.600000381469727°C
2025-01-18T14:15:00+02:00 Bucharest,22.600000381469727°C
2025-01-18T14:19:50+02:00 Bucharest,22.5°C
2025-01-18T14:30:00+02:00 Bucharest,22.5°C
2025-01-18T14:39:49+02:00 Bucharest,22.399999618530273°C
2025-01-18T14:45:00+02:00 Bucharest,22.399999618530273°C
2025-01-18T15:00:00+02:00 Bucharest,22.399999618530273°C
2025-01-18T15:15:00+02:00 Bucharest,22.399999618530273°C
2025-01-18T15:30:00+02:00 Bucharest,22.299999237060547°C
2025-01-18T15:45:00+02:00 Bucharest,22.299999237060547°C
2025-01-18T16:00:00+02:00 Bucharest,22.299999237060547°C
2025-01-18T16:09:50+02:00 Bucharest,22.200000762939453°C
2025-01-18T16:15:00+02:00 Bucharest,22.200000762939453°C
2025-01-18T16:30:00+02:00 Bucharest,22.200000762939453°C
2025-01-18T16:45:00+02:00 Bucharest,22.200000762939453°C
2025-01-18T17:00:00+02:00 Bucharest,22.200000762939453°C
2025-01-18T17:15:00+02:00 Bucharest,22.200000762939453°C
2025-01-18T17:29:50+02:00 Bucharest,22.399999618530273°C
2025-01-18T17:30:00+02:00 Bucharest,22.399999618530273°C
2025-01-18T17:39:49+02:00 Bucharest,22.600000381469727°C
2025-01-18T17:45:00+02:00 Bucharest,22.600000381469727°C
2025-01-18T17:49:50+02:00 Bucharest,22.799999237060547°C
2025-01-18T17:59:50+02:00 Bucharest,23°C
2025-01-18T18:00:00+02:00 Bucharest,23°C
2025-01-18T18:15:00+02:00 Bucharest,23°C
2025-01-18T18:19:50+02:00 Bucharest,23.399999618530273°C
2025-01-18T18:29:50+02:00 Bucharest,23.600000381469727°C
2025-01-18T18:30:00+02:00 Bucharest,23.600000381469727°C
2025-01-18T18:45:00+02:00 Bucharest,23.600000381469727°C
2025-01-18T18:59:50+02:00 Bucharest,24°C
2025-01-18T19:00:00+02:00 Bucharest,24°C
2025-01-18T19:09:50+02:00 Bucharest,24.100000381469727°C
2025-01-18T19:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T19:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T19:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T20:00:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T20:15:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T20:30:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T20:45:00+02:00 Bucharest,24.100000381469727°C
2025-01-18T20:49:50+02:00 Bucharest,23.700000762939453°C
2025-01-18T21:00:00+02:00 Bucharest,23.600000381469727°C
2025-01-18T21:15:00+02:00 Bucharest,23.600000381469727°C
2025-01-18T21:19:51+02:00 Bucharest,23.5°C
2025-01-18T21:29:50+02:00 Bucharest,23.399999618530273°C
2025-01-18T21:30:00+02:00 Bucharest,23.399999618530273°C
2025-01-18T21:45:00+02:00 Bucharest,23.399999618530273°C
2025-01-18T22:00:00+02:00 Bucharest,23.299999237060547°C
2025-01-18T22:09:50+02:00 Bucharest,23.200000762939453°C
