ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 cur amSensorRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" mod:2024-04-12T14:37:14.402Z hisSize:33462 tz:"Bucharest" precision:1 roomRef:@p:linkEdge:r:2d996b90-ac30c77f "Site B Room 5" lorawanPoint curStatus:"unknown" amSensorAM107ModelId:"_amSensorAM107_point:temperature" point his disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9ab104-e21f5c37 "5 AQ" navName:"Temperature" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9ab104-58bf844a "Site B Room 5 AQ" id:@p:linkEdge:r:2d9ab104-dec225aa "Site B Room 5 AQ Temperature" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2025-09-28T11:00:00+03:00 Bucharest temp hisStatus:"ok" innLinkEdge kind:"Number" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"temperature" unit:"°C" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba" sensor
2025-03-13T01:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T01:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T02:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T02:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T02:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T02:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-13T03:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-13T03:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-13T03:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-13T03:43:17+02:00 Bucharest,24.200000762939453°C
2025-03-13T03:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T04:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T04:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T04:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T04:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T05:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T05:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T05:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T05:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T06:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T06:13:17+02:00 Bucharest,24°C
2025-03-13T06:15:00+02:00 Bucharest,24°C
2025-03-13T06:30:00+02:00 Bucharest,24°C
2025-03-13T06:45:00+02:00 Bucharest,24°C
2025-03-13T07:00:00+02:00 Bucharest,24°C
2025-03-13T07:15:00+02:00 Bucharest,24°C
2025-03-13T07:30:00+02:00 Bucharest,24°C
2025-03-13T07:33:17+02:00 Bucharest,23.899999618530273°C
2025-03-13T07:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-13T08:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-13T08:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-13T08:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-13T08:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-13T09:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-13T09:03:17+02:00 Bucharest,23.700000762939453°C
2025-03-13T09:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T09:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T09:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T10:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T10:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T10:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T10:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T11:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-13T11:13:16+02:00 Bucharest,23.799999237060547°C
2025-03-13T11:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-13T11:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-13T11:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-13T12:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-13T12:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-13T12:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-13T12:43:17+02:00 Bucharest,24°C
2025-03-13T12:45:00+02:00 Bucharest,24°C
2025-03-13T13:00:00+02:00 Bucharest,24°C
2025-03-13T13:03:17+02:00 Bucharest,23.899999618530273°C
2025-03-13T13:13:17+02:00 Bucharest,24°C
2025-03-13T13:15:00+02:00 Bucharest,24°C
2025-03-13T13:30:00+02:00 Bucharest,24°C
2025-03-13T13:45:00+02:00 Bucharest,24°C
2025-03-13T14:00:00+02:00 Bucharest,24°C
2025-03-13T14:15:00+02:00 Bucharest,24°C
2025-03-13T14:30:00+02:00 Bucharest,24°C
2025-03-13T14:45:00+02:00 Bucharest,24°C
2025-03-13T15:00:00+02:00 Bucharest,24°C
2025-03-13T15:13:17+02:00 Bucharest,24.100000381469727°C
2025-03-13T15:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T15:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-13T15:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T16:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T16:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-13T16:23:17+02:00 Bucharest,24.299999237060547°C
2025-03-13T16:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-13T16:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T17:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T17:03:17+02:00 Bucharest,24.5°C
2025-03-13T17:13:17+02:00 Bucharest,24.600000381469727°C
2025-03-13T17:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T17:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T17:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T18:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T18:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T18:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T18:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T19:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T19:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T19:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T19:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T20:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T20:13:16+02:00 Bucharest,24.799999237060547°C
2025-03-13T20:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-13T20:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-13T20:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-13T21:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-13T21:03:17+02:00 Bucharest,24.700000762939453°C
2025-03-13T21:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-13T21:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T21:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-13T21:53:16+02:00 Bucharest,24.5°C
2025-03-13T22:00:00+02:00 Bucharest,24.5°C
2025-03-13T22:15:00+02:00 Bucharest,24.5°C
2025-03-13T22:30:00+02:00 Bucharest,24.5°C
2025-03-13T22:33:16+02:00 Bucharest,24.399999618530273°C
2025-03-13T22:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T23:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T23:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-13T23:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-13T23:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-14T00:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-14T00:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-14T00:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-14T00:33:16+02:00 Bucharest,24.200000762939453°C
2025-03-14T00:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T01:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T01:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T01:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T01:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T02:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T02:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T02:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T02:43:17+02:00 Bucharest,24°C
2025-03-14T02:45:00+02:00 Bucharest,24°C
2025-03-14T03:00:00+02:00 Bucharest,24°C
2025-03-14T03:15:00+02:00 Bucharest,24°C
2025-03-14T03:30:00+02:00 Bucharest,24°C
2025-03-14T03:33:16+02:00 Bucharest,23.899999618530273°C
2025-03-14T03:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-14T04:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-14T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-14T04:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-14T04:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T05:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T05:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T05:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T06:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T06:13:16+02:00 Bucharest,23.700000762939453°C
2025-03-14T06:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-14T06:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-14T06:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-14T07:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-14T07:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-14T07:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-14T07:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-14T08:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-14T08:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-14T08:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-14T08:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-14T08:53:17+02:00 Bucharest,23.5°C
2025-03-14T09:00:00+02:00 Bucharest,23.5°C
2025-03-14T09:15:00+02:00 Bucharest,23.5°C
2025-03-14T09:30:00+02:00 Bucharest,23.5°C
2025-03-14T09:45:00+02:00 Bucharest,23.5°C
2025-03-14T09:53:17+02:00 Bucharest,23.799999237060547°C
2025-03-14T10:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-14T10:03:16+02:00 Bucharest,24.200000762939453°C
2025-03-14T10:13:16+02:00 Bucharest,24.600000381469727°C
2025-03-14T10:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T10:23:16+02:00 Bucharest,24.899999618530273°C
2025-03-14T10:30:00+02:00 Bucharest,24.899999618530273°C
2025-03-14T10:33:17+02:00 Bucharest,25.100000381469727°C
2025-03-14T10:43:16+02:00 Bucharest,25.299999237060547°C
2025-03-14T10:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-14T11:00:00+02:00 Bucharest,25.399999618530273°C
2025-03-14T11:15:00+02:00 Bucharest,25.399999618530273°C
2025-03-14T11:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-14T11:45:00+02:00 Bucharest,25.299999237060547°C
2025-03-14T12:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-14T12:13:17+02:00 Bucharest,25.200000762939453°C
2025-03-14T12:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-14T12:30:00+02:00 Bucharest,25.200000762939453°C
2025-03-14T12:45:00+02:00 Bucharest,25.100000381469727°C
2025-03-14T13:00:00+02:00 Bucharest,25.100000381469727°C
2025-03-14T13:03:16+02:00 Bucharest,25°C
2025-03-14T13:15:00+02:00 Bucharest,25°C
2025-03-14T13:30:00+02:00 Bucharest,25°C
2025-03-14T13:43:16+02:00 Bucharest,24.899999618530273°C
2025-03-14T13:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-14T14:00:00+02:00 Bucharest,24.899999618530273°C
2025-03-14T14:15:00+02:00 Bucharest,24.899999618530273°C
2025-03-14T14:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-14T14:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-14T15:00:00+02:00 Bucharest,24.799999237060547°C
2025-03-14T15:03:17+02:00 Bucharest,24.700000762939453°C
2025-03-14T15:13:16+02:00 Bucharest,24.799999237060547°C
2025-03-14T15:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-14T15:23:16+02:00 Bucharest,24.700000762939453°C
2025-03-14T15:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T15:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T16:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T16:15:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T16:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T16:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T17:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T17:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T17:30:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T17:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T18:00:00+02:00 Bucharest,24.700000762939453°C
2025-03-14T18:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T18:30:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T18:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T19:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T19:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-14T19:23:16+02:00 Bucharest,24.5°C
2025-03-14T19:30:00+02:00 Bucharest,24.5°C
2025-03-14T19:45:00+02:00 Bucharest,24.5°C
2025-03-14T20:00:00+02:00 Bucharest,24.5°C
2025-03-14T20:13:16+02:00 Bucharest,24.399999618530273°C
2025-03-14T20:15:00+02:00 Bucharest,24.399999618530273°C
2025-03-14T20:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-14T20:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-14T21:00:00+02:00 Bucharest,24.399999618530273°C
2025-03-14T21:15:00+02:00 Bucharest,24.299999237060547°C
2025-03-14T21:30:00+02:00 Bucharest,24.299999237060547°C
2025-03-14T21:43:17+02:00 Bucharest,24.200000762939453°C
2025-03-14T21:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T22:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T22:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T22:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T22:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-14T23:00:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T23:15:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T23:30:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T23:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-14T23:53:16+02:00 Bucharest,24°C
2025-03-15T00:00:00+02:00 Bucharest,24°C
2025-03-15T00:15:00+02:00 Bucharest,24°C
2025-03-15T00:30:00+02:00 Bucharest,24°C
2025-03-15T00:45:00+02:00 Bucharest,24°C
2025-03-15T01:00:00+02:00 Bucharest,24°C
2025-03-15T01:15:00+02:00 Bucharest,24°C
2025-03-15T01:30:00+02:00 Bucharest,24°C
2025-03-15T01:45:00+02:00 Bucharest,24°C
2025-03-15T01:53:16+02:00 Bucharest,23.899999618530273°C
2025-03-15T02:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T02:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T02:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T02:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T03:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T03:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T03:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T03:45:00+02:00 Bucharest,23.899999618530273°C
2025-03-15T04:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T04:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T04:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T04:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T05:13:16+02:00 Bucharest,23.700000762939453°C
2025-03-15T05:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T05:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T05:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T06:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T06:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T06:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T06:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T07:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T07:03:16+02:00 Bucharest,23.5°C
2025-03-15T07:15:00+02:00 Bucharest,23.5°C
2025-03-15T07:30:00+02:00 Bucharest,23.5°C
2025-03-15T07:45:00+02:00 Bucharest,23.5°C
2025-03-15T08:00:00+02:00 Bucharest,23.5°C
2025-03-15T08:15:00+02:00 Bucharest,23.5°C
2025-03-15T08:30:00+02:00 Bucharest,23.5°C
2025-03-15T08:45:00+02:00 Bucharest,23.5°C
2025-03-15T09:00:00+02:00 Bucharest,23.5°C
2025-03-15T09:13:16+02:00 Bucharest,23.600000381469727°C
2025-03-15T09:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T09:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T09:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T10:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T10:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T10:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T10:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T11:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T11:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T11:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T11:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T12:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T12:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T12:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T12:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T13:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T13:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T13:23:16+02:00 Bucharest,23.799999237060547°C
2025-03-15T13:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T13:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T13:53:16+02:00 Bucharest,23.700000762939453°C
2025-03-15T14:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T14:03:16+02:00 Bucharest,23.799999237060547°C
2025-03-15T14:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T14:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T14:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T15:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T15:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T15:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T15:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T16:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T16:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T16:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T16:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T17:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T17:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T17:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T17:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T18:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T18:15:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T18:30:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T18:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-15T18:53:16+02:00 Bucharest,23.700000762939453°C
2025-03-15T19:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T19:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T19:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T19:45:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T20:00:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T20:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T20:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T20:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T21:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T21:15:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T21:30:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T21:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T22:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-15T22:03:16+02:00 Bucharest,23.5°C
2025-03-15T22:13:16+02:00 Bucharest,23.700000762939453°C
2025-03-15T22:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-15T22:23:15+02:00 Bucharest,24°C
2025-03-15T22:30:00+02:00 Bucharest,24°C
2025-03-15T22:33:16+02:00 Bucharest,24.399999618530273°C
2025-03-15T22:43:16+02:00 Bucharest,24.799999237060547°C
2025-03-15T22:45:00+02:00 Bucharest,24.799999237060547°C
2025-03-15T22:53:16+02:00 Bucharest,25°C
2025-03-15T23:00:00+02:00 Bucharest,25°C
2025-03-15T23:03:15+02:00 Bucharest,25.200000762939453°C
2025-03-15T23:13:16+02:00 Bucharest,25.299999237060547°C
2025-03-15T23:15:00+02:00 Bucharest,25.299999237060547°C
2025-03-15T23:30:00+02:00 Bucharest,25.399999618530273°C
2025-03-15T23:45:00+02:00 Bucharest,25.399999618530273°C
2025-03-16T00:00:00+02:00 Bucharest,25.299999237060547°C
2025-03-16T00:03:15+02:00 Bucharest,25.200000762939453°C
2025-03-16T00:15:00+02:00 Bucharest,25.200000762939453°C
2025-03-16T00:30:00+02:00 Bucharest,25.100000381469727°C
2025-03-16T00:43:15+02:00 Bucharest,25°C
2025-03-16T00:45:00+02:00 Bucharest,25°C
2025-03-16T01:00:00+02:00 Bucharest,25°C
2025-03-16T01:03:16+02:00 Bucharest,24.899999618530273°C
2025-03-16T01:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-16T01:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-16T01:33:16+02:00 Bucharest,24.700000762939453°C
2025-03-16T01:45:00+02:00 Bucharest,24.700000762939453°C
2025-03-16T02:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-16T02:13:16+02:00 Bucharest,24.5°C
2025-03-16T02:15:00+02:00 Bucharest,24.5°C
2025-03-16T02:30:00+02:00 Bucharest,24.5°C
2025-03-16T02:33:16+02:00 Bucharest,24.399999618530273°C
2025-03-16T02:45:00+02:00 Bucharest,24.399999618530273°C
2025-03-16T03:00:00+02:00 Bucharest,24.299999237060547°C
2025-03-16T03:13:16+02:00 Bucharest,24.200000762939453°C
2025-03-16T03:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-16T03:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-16T03:45:00+02:00 Bucharest,24.100000381469727°C
2025-03-16T03:53:18+02:00 Bucharest,24°C
2025-03-16T04:00:00+02:00 Bucharest,24°C
2025-03-16T04:13:18+02:00 Bucharest,23.899999618530273°C
2025-03-16T04:15:00+02:00 Bucharest,23.899999618530273°C
2025-03-16T04:30:00+02:00 Bucharest,23.899999618530273°C
2025-03-16T04:45:00+02:00 Bucharest,23.799999237060547°C
2025-03-16T05:00:00+02:00 Bucharest,23.799999237060547°C
2025-03-16T05:03:18+02:00 Bucharest,23.700000762939453°C
2025-03-16T05:15:00+02:00 Bucharest,23.700000762939453°C
2025-03-16T05:30:00+02:00 Bucharest,23.700000762939453°C
2025-03-16T05:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-16T06:00:00+02:00 Bucharest,23.600000381469727°C
2025-03-16T06:03:18+02:00 Bucharest,23.5°C
2025-03-16T06:15:00+02:00 Bucharest,23.5°C
2025-03-16T06:30:00+02:00 Bucharest,23.5°C
2025-03-16T06:43:17+02:00 Bucharest,23.399999618530273°C
2025-03-16T06:45:00+02:00 Bucharest,23.399999618530273°C
2025-03-16T07:00:00+02:00 Bucharest,23.399999618530273°C
2025-03-16T07:15:00+02:00 Bucharest,23.299999237060547°C
2025-03-16T07:30:00+02:00 Bucharest,23.299999237060547°C
2025-03-16T07:43:18+02:00 Bucharest,23.600000381469727°C
2025-03-16T07:45:00+02:00 Bucharest,23.600000381469727°C
2025-03-16T07:53:17+02:00 Bucharest,23.899999618530273°C
2025-03-16T08:00:00+02:00 Bucharest,23.899999618530273°C
2025-03-16T08:03:18+02:00 Bucharest,24.299999237060547°C
2025-03-16T08:13:18+02:00 Bucharest,24.600000381469727°C
2025-03-16T08:15:00+02:00 Bucharest,24.600000381469727°C
2025-03-16T08:23:18+02:00 Bucharest,24.799999237060547°C
2025-03-16T08:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-16T08:45:00+02:00 Bucharest,24.899999618530273°C
2025-03-16T09:00:00+02:00 Bucharest,24.899999618530273°C
2025-03-16T09:15:00+02:00 Bucharest,24.799999237060547°C
2025-03-16T09:30:00+02:00 Bucharest,24.799999237060547°C
2025-03-16T09:33:17+02:00 Bucharest,24.700000762939453°C
2025-03-16T09:45:00+02:00 Bucharest,24.600000381469727°C
2025-03-16T10:00:00+02:00 Bucharest,24.600000381469727°C
2025-03-16T10:03:18+02:00 Bucharest,24.5°C
2025-03-16T10:15:00+02:00 Bucharest,24.5°C
2025-03-16T10:23:18+02:00 Bucharest,24.399999618530273°C
2025-03-16T10:30:00+02:00 Bucharest,24.399999618530273°C
2025-03-16T10:45:00+02:00 Bucharest,24.299999237060547°C
2025-03-16T10:53:18+02:00 Bucharest,24.200000762939453°C
2025-03-16T11:00:00+02:00 Bucharest,24.200000762939453°C
2025-03-16T11:15:00+02:00 Bucharest,24.200000762939453°C
2025-03-16T11:30:00+02:00 Bucharest,24.200000762939453°C
2025-03-16T11:45:00+02:00 Bucharest,24.200000762939453°C
2025-03-16T12:00:00+02:00 Bucharest,24.100000381469727°C
