ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:40:25.267Z hisSize:49272 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9aaf5a-0aed8a0b "Site B Room 2 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-02-13T13:45:00+02:00 Bucharest,37%RH
2025-02-13T14:00:00+02:00 Bucharest,37%RH
2025-02-13T14:15:00+02:00 Bucharest,37%RH
2025-02-13T14:30:00+02:00 Bucharest,37%RH
2025-02-13T14:45:00+02:00 Bucharest,37%RH
2025-02-13T15:00:00+02:00 Bucharest,37%RH
2025-02-13T15:15:00+02:00 Bucharest,37%RH
2025-02-13T15:30:00+02:00 Bucharest,37%RH
2025-02-13T15:31:17+02:00 Bucharest,37.5%RH
2025-02-13T15:45:00+02:00 Bucharest,37.5%RH
2025-02-13T15:51:17+02:00 Bucharest,38%RH
2025-02-13T16:00:00+02:00 Bucharest,38%RH
2025-02-13T16:01:17+02:00 Bucharest,38.5%RH
2025-02-13T16:11:17+02:00 Bucharest,39%RH
2025-02-13T16:15:00+02:00 Bucharest,39%RH
2025-02-13T16:30:00+02:00 Bucharest,39%RH
2025-02-13T16:41:17+02:00 Bucharest,39.5%RH
2025-02-13T16:45:00+02:00 Bucharest,39.5%RH
2025-02-13T16:51:17+02:00 Bucharest,39%RH
2025-02-13T17:00:00+02:00 Bucharest,39%RH
2025-02-13T17:15:00+02:00 Bucharest,39%RH
2025-02-13T17:21:17+02:00 Bucharest,39.5%RH
2025-02-13T17:30:00+02:00 Bucharest,39.5%RH
2025-02-13T17:45:00+02:00 Bucharest,39.5%RH
2025-02-13T17:51:17+02:00 Bucharest,40%RH
2025-02-13T18:00:00+02:00 Bucharest,40%RH
2025-02-13T18:15:00+02:00 Bucharest,40%RH
2025-02-13T18:30:00+02:00 Bucharest,40%RH
2025-02-13T18:31:17+02:00 Bucharest,39.5%RH
2025-02-13T18:41:17+02:00 Bucharest,40.5%RH
2025-02-13T18:45:00+02:00 Bucharest,40.5%RH
2025-02-13T18:51:17+02:00 Bucharest,42.5%RH
2025-02-13T19:00:00+02:00 Bucharest,42.5%RH
2025-02-13T19:01:17+02:00 Bucharest,42%RH
2025-02-13T19:15:00+02:00 Bucharest,42%RH
2025-02-13T19:30:00+02:00 Bucharest,42%RH
2025-02-13T19:31:17+02:00 Bucharest,41.5%RH
2025-02-13T19:45:00+02:00 Bucharest,41.5%RH
2025-02-13T20:00:00+02:00 Bucharest,41.5%RH
2025-02-13T20:15:00+02:00 Bucharest,41.5%RH
2025-02-13T20:30:00+02:00 Bucharest,41.5%RH
2025-02-13T20:45:00+02:00 Bucharest,41.5%RH
2025-02-13T21:00:00+02:00 Bucharest,41.5%RH
2025-02-13T21:15:00+02:00 Bucharest,41.5%RH
2025-02-13T21:30:00+02:00 Bucharest,41.5%RH
2025-02-13T21:45:00+02:00 Bucharest,41.5%RH
2025-02-13T22:00:00+02:00 Bucharest,41.5%RH
2025-02-13T22:15:00+02:00 Bucharest,41.5%RH
2025-02-13T22:21:17+02:00 Bucharest,41%RH
2025-02-13T22:30:00+02:00 Bucharest,41%RH
2025-02-13T22:45:00+02:00 Bucharest,41%RH
2025-02-13T22:51:17+02:00 Bucharest,41.5%RH
2025-02-13T23:00:00+02:00 Bucharest,41.5%RH
2025-02-13T23:11:17+02:00 Bucharest,41%RH
2025-02-13T23:15:00+02:00 Bucharest,41%RH
2025-02-13T23:30:00+02:00 Bucharest,41%RH
2025-02-13T23:45:00+02:00 Bucharest,41%RH
2025-02-14T00:00:00+02:00 Bucharest,41%RH
2025-02-14T00:15:00+02:00 Bucharest,41%RH
2025-02-14T00:30:00+02:00 Bucharest,41%RH
2025-02-14T00:45:00+02:00 Bucharest,41%RH
2025-02-14T01:00:00+02:00 Bucharest,41%RH
2025-02-14T01:11:17+02:00 Bucharest,40.5%RH
2025-02-14T01:15:00+02:00 Bucharest,40.5%RH
2025-02-14T01:30:00+02:00 Bucharest,40.5%RH
2025-02-14T01:31:17+02:00 Bucharest,40%RH
2025-02-14T01:45:00+02:00 Bucharest,40%RH
2025-02-14T02:00:00+02:00 Bucharest,40%RH
2025-02-14T02:15:00+02:00 Bucharest,40%RH
2025-02-14T02:30:00+02:00 Bucharest,40%RH
2025-02-14T02:45:00+02:00 Bucharest,40%RH
2025-02-14T02:51:17+02:00 Bucharest,39.5%RH
2025-02-14T03:00:00+02:00 Bucharest,39.5%RH
2025-02-14T03:01:17+02:00 Bucharest,40%RH
2025-02-14T03:15:00+02:00 Bucharest,40%RH
2025-02-14T03:30:00+02:00 Bucharest,40%RH
2025-02-14T03:45:00+02:00 Bucharest,40%RH
2025-02-14T04:00:00+02:00 Bucharest,40%RH
2025-02-14T04:15:00+02:00 Bucharest,40%RH
2025-02-14T04:30:00+02:00 Bucharest,40%RH
2025-02-14T04:45:00+02:00 Bucharest,40%RH
2025-02-14T05:00:00+02:00 Bucharest,40%RH
2025-02-14T05:15:00+02:00 Bucharest,40%RH
2025-02-14T05:30:00+02:00 Bucharest,40%RH
2025-02-14T05:45:00+02:00 Bucharest,40%RH
2025-02-14T06:00:00+02:00 Bucharest,40%RH
2025-02-14T06:01:17+02:00 Bucharest,39.5%RH
2025-02-14T06:15:00+02:00 Bucharest,39.5%RH
2025-02-14T06:30:00+02:00 Bucharest,39.5%RH
2025-02-14T06:45:00+02:00 Bucharest,39.5%RH
2025-02-14T06:51:17+02:00 Bucharest,40%RH
2025-02-14T07:00:00+02:00 Bucharest,40%RH
2025-02-14T07:11:17+02:00 Bucharest,39.5%RH
2025-02-14T07:15:00+02:00 Bucharest,39.5%RH
2025-02-14T07:21:17+02:00 Bucharest,40%RH
2025-02-14T07:30:00+02:00 Bucharest,40%RH
2025-02-14T07:45:00+02:00 Bucharest,40%RH
2025-02-14T08:00:00+02:00 Bucharest,40%RH
2025-02-14T08:01:16+02:00 Bucharest,39.5%RH
2025-02-14T08:15:00+02:00 Bucharest,39.5%RH
2025-02-14T08:30:00+02:00 Bucharest,39.5%RH
2025-02-14T08:45:00+02:00 Bucharest,39.5%RH
2025-02-14T09:00:00+02:00 Bucharest,39.5%RH
2025-02-14T09:01:17+02:00 Bucharest,40%RH
2025-02-14T09:11:16+02:00 Bucharest,39.5%RH
2025-02-14T09:15:00+02:00 Bucharest,39.5%RH
2025-02-14T09:30:00+02:00 Bucharest,39.5%RH
2025-02-14T09:45:00+02:00 Bucharest,39.5%RH
2025-02-14T10:00:00+02:00 Bucharest,39.5%RH
2025-02-14T10:15:00+02:00 Bucharest,39.5%RH
2025-02-14T10:30:00+02:00 Bucharest,39.5%RH
2025-02-14T10:45:00+02:00 Bucharest,39.5%RH
2025-02-14T11:00:00+02:00 Bucharest,39.5%RH
2025-02-14T11:15:00+02:00 Bucharest,39.5%RH
2025-02-14T11:30:00+02:00 Bucharest,39.5%RH
2025-02-14T11:45:00+02:00 Bucharest,39.5%RH
2025-02-14T12:00:00+02:00 Bucharest,39.5%RH
2025-02-14T12:15:00+02:00 Bucharest,39.5%RH
2025-02-14T12:30:00+02:00 Bucharest,39.5%RH
2025-02-14T12:45:00+02:00 Bucharest,39.5%RH
2025-02-14T13:00:00+02:00 Bucharest,39.5%RH
2025-02-14T13:15:00+02:00 Bucharest,39.5%RH
2025-02-14T13:30:00+02:00 Bucharest,39.5%RH
2025-02-14T13:45:00+02:00 Bucharest,39.5%RH
2025-02-14T14:00:00+02:00 Bucharest,39.5%RH
2025-02-14T14:15:00+02:00 Bucharest,39.5%RH
2025-02-14T14:21:17+02:00 Bucharest,40%RH
2025-02-14T14:30:00+02:00 Bucharest,40%RH
2025-02-14T14:45:00+02:00 Bucharest,40%RH
2025-02-14T15:00:00+02:00 Bucharest,40%RH
2025-02-14T15:11:17+02:00 Bucharest,40.5%RH
2025-02-14T15:15:00+02:00 Bucharest,40.5%RH
2025-02-14T15:30:00+02:00 Bucharest,40.5%RH
2025-02-14T15:31:18+02:00 Bucharest,41%RH
2025-02-14T15:45:00+02:00 Bucharest,41%RH
2025-02-14T16:00:00+02:00 Bucharest,41%RH
2025-02-14T16:15:00+02:00 Bucharest,41%RH
2025-02-14T16:30:00+02:00 Bucharest,41%RH
2025-02-14T16:45:00+02:00 Bucharest,41%RH
2025-02-14T17:00:00+02:00 Bucharest,41%RH
2025-02-14T17:15:00+02:00 Bucharest,41%RH
2025-02-14T17:30:00+02:00 Bucharest,41%RH
2025-02-14T17:45:00+02:00 Bucharest,41%RH
2025-02-14T18:00:00+02:00 Bucharest,41%RH
2025-02-14T18:15:00+02:00 Bucharest,41%RH
2025-02-14T18:21:18+02:00 Bucharest,40.5%RH
2025-02-14T18:30:00+02:00 Bucharest,40.5%RH
2025-02-14T18:45:00+02:00 Bucharest,40.5%RH
2025-02-14T19:00:00+02:00 Bucharest,40.5%RH
2025-02-14T19:15:00+02:00 Bucharest,40.5%RH
2025-02-14T19:30:00+02:00 Bucharest,40.5%RH
2025-02-14T19:45:00+02:00 Bucharest,40.5%RH
2025-02-14T20:00:00+02:00 Bucharest,40.5%RH
2025-02-14T20:15:00+02:00 Bucharest,40.5%RH
2025-02-14T20:30:00+02:00 Bucharest,40.5%RH
2025-02-14T20:31:18+02:00 Bucharest,41%RH
2025-02-14T20:45:00+02:00 Bucharest,41%RH
2025-02-14T21:00:00+02:00 Bucharest,41%RH
2025-02-14T21:15:00+02:00 Bucharest,41%RH
2025-02-14T21:30:00+02:00 Bucharest,41%RH
2025-02-14T21:45:00+02:00 Bucharest,41%RH
2025-02-14T22:00:00+02:00 Bucharest,41%RH
2025-02-14T22:15:00+02:00 Bucharest,41%RH
2025-02-14T22:30:00+02:00 Bucharest,41%RH
2025-02-14T22:45:00+02:00 Bucharest,41%RH
2025-02-14T23:00:00+02:00 Bucharest,41%RH
2025-02-14T23:15:00+02:00 Bucharest,41%RH
2025-02-14T23:30:00+02:00 Bucharest,41%RH
2025-02-14T23:45:00+02:00 Bucharest,41%RH
2025-02-14T23:51:18+02:00 Bucharest,40.5%RH
2025-02-15T00:00:00+02:00 Bucharest,40.5%RH
2025-02-15T00:15:00+02:00 Bucharest,40.5%RH
2025-02-15T00:30:00+02:00 Bucharest,40.5%RH
2025-02-15T00:45:00+02:00 Bucharest,40.5%RH
2025-02-15T01:00:00+02:00 Bucharest,40.5%RH
2025-02-15T01:15:00+02:00 Bucharest,40.5%RH
2025-02-15T01:30:00+02:00 Bucharest,40.5%RH
2025-02-15T01:45:00+02:00 Bucharest,40.5%RH
2025-02-15T02:00:00+02:00 Bucharest,40.5%RH
2025-02-15T02:15:00+02:00 Bucharest,40.5%RH
2025-02-15T02:30:00+02:00 Bucharest,40.5%RH
2025-02-15T02:45:00+02:00 Bucharest,40.5%RH
2025-02-15T03:00:00+02:00 Bucharest,40.5%RH
2025-02-15T03:15:00+02:00 Bucharest,40.5%RH
2025-02-15T03:30:00+02:00 Bucharest,40.5%RH
2025-02-15T03:45:00+02:00 Bucharest,40.5%RH
2025-02-15T04:00:00+02:00 Bucharest,40.5%RH
2025-02-15T04:01:18+02:00 Bucharest,40%RH
2025-02-15T04:15:00+02:00 Bucharest,40%RH
2025-02-15T04:30:00+02:00 Bucharest,40%RH
2025-02-15T04:45:00+02:00 Bucharest,40%RH
2025-02-15T05:00:00+02:00 Bucharest,40%RH
2025-02-15T05:15:00+02:00 Bucharest,40%RH
2025-02-15T05:30:00+02:00 Bucharest,40%RH
2025-02-15T05:45:00+02:00 Bucharest,40%RH
2025-02-15T06:00:00+02:00 Bucharest,40%RH
2025-02-15T06:15:00+02:00 Bucharest,40%RH
2025-02-15T06:30:00+02:00 Bucharest,40%RH
2025-02-15T06:45:00+02:00 Bucharest,40%RH
2025-02-15T07:00:00+02:00 Bucharest,40%RH
2025-02-15T07:15:00+02:00 Bucharest,40%RH
2025-02-15T07:30:00+02:00 Bucharest,40%RH
2025-02-15T07:31:17+02:00 Bucharest,40.5%RH
2025-02-15T07:45:00+02:00 Bucharest,40.5%RH
2025-02-15T07:51:18+02:00 Bucharest,40%RH
2025-02-15T08:00:00+02:00 Bucharest,40%RH
2025-02-15T08:15:00+02:00 Bucharest,40%RH
2025-02-15T08:21:18+02:00 Bucharest,39.5%RH
2025-02-15T08:30:00+02:00 Bucharest,39.5%RH
2025-02-15T08:45:00+02:00 Bucharest,39.5%RH
2025-02-15T09:00:00+02:00 Bucharest,39.5%RH
2025-02-15T09:15:00+02:00 Bucharest,39.5%RH
2025-02-15T09:30:00+02:00 Bucharest,39.5%RH
2025-02-15T09:45:00+02:00 Bucharest,39.5%RH
2025-02-15T10:00:00+02:00 Bucharest,39.5%RH
2025-02-15T10:15:00+02:00 Bucharest,39.5%RH
2025-02-15T10:30:00+02:00 Bucharest,39.5%RH
2025-02-15T10:45:00+02:00 Bucharest,39.5%RH
2025-02-15T11:00:00+02:00 Bucharest,39.5%RH
2025-02-15T11:11:18+02:00 Bucharest,40%RH
2025-02-15T11:15:00+02:00 Bucharest,40%RH
2025-02-15T11:21:18+02:00 Bucharest,39.5%RH
2025-02-15T11:30:00+02:00 Bucharest,39.5%RH
2025-02-15T11:41:17+02:00 Bucharest,39%RH
2025-02-15T11:45:00+02:00 Bucharest,39%RH
2025-02-15T12:00:00+02:00 Bucharest,39%RH
2025-02-15T12:15:00+02:00 Bucharest,39%RH
2025-02-15T12:30:00+02:00 Bucharest,39%RH
2025-02-15T12:45:00+02:00 Bucharest,39%RH
2025-02-15T13:00:00+02:00 Bucharest,39%RH
2025-02-15T13:01:18+02:00 Bucharest,38.5%RH
2025-02-15T13:15:00+02:00 Bucharest,38.5%RH
2025-02-15T13:30:00+02:00 Bucharest,38.5%RH
2025-02-15T13:45:00+02:00 Bucharest,38.5%RH
2025-02-15T14:00:00+02:00 Bucharest,38.5%RH
2025-02-15T14:15:00+02:00 Bucharest,38.5%RH
2025-02-15T14:21:18+02:00 Bucharest,39%RH
2025-02-15T14:30:00+02:00 Bucharest,39%RH
2025-02-15T14:45:00+02:00 Bucharest,39%RH
2025-02-15T15:00:00+02:00 Bucharest,39%RH
2025-02-15T15:11:17+02:00 Bucharest,38.5%RH
2025-02-15T15:15:00+02:00 Bucharest,38.5%RH
2025-02-15T15:30:00+02:00 Bucharest,38.5%RH
2025-02-15T15:45:00+02:00 Bucharest,38.5%RH
2025-02-15T16:00:00+02:00 Bucharest,38.5%RH
2025-02-15T16:15:00+02:00 Bucharest,38.5%RH
2025-02-15T16:30:00+02:00 Bucharest,38.5%RH
2025-02-15T16:45:00+02:00 Bucharest,38.5%RH
2025-02-15T17:00:00+02:00 Bucharest,38.5%RH
2025-02-15T17:15:00+02:00 Bucharest,38.5%RH
2025-02-15T17:30:00+02:00 Bucharest,38.5%RH
2025-02-15T17:45:00+02:00 Bucharest,38.5%RH
2025-02-15T17:51:18+02:00 Bucharest,39%RH
2025-02-15T18:00:00+02:00 Bucharest,39%RH
2025-02-15T18:01:18+02:00 Bucharest,38.5%RH
2025-02-15T18:15:00+02:00 Bucharest,38.5%RH
2025-02-15T18:30:00+02:00 Bucharest,38.5%RH
2025-02-15T18:31:18+02:00 Bucharest,38%RH
2025-02-15T18:45:00+02:00 Bucharest,38%RH
2025-02-15T19:00:00+02:00 Bucharest,38%RH
2025-02-15T19:01:18+02:00 Bucharest,38.5%RH
2025-02-15T19:11:18+02:00 Bucharest,38%RH
2025-02-15T19:15:00+02:00 Bucharest,38%RH
2025-02-15T19:30:00+02:00 Bucharest,38%RH
2025-02-15T19:45:00+02:00 Bucharest,38%RH
2025-02-15T20:00:00+02:00 Bucharest,38%RH
2025-02-15T20:15:00+02:00 Bucharest,38%RH
2025-02-15T20:30:00+02:00 Bucharest,38%RH
2025-02-15T20:45:00+02:00 Bucharest,38%RH
2025-02-15T20:51:18+02:00 Bucharest,38.5%RH
2025-02-15T21:00:00+02:00 Bucharest,38.5%RH
2025-02-15T21:11:17+02:00 Bucharest,38%RH
2025-02-15T21:15:00+02:00 Bucharest,38%RH
2025-02-15T21:30:00+02:00 Bucharest,38%RH
2025-02-15T21:45:00+02:00 Bucharest,38%RH
2025-02-15T22:00:00+02:00 Bucharest,38%RH
2025-02-15T22:15:00+02:00 Bucharest,38%RH
2025-02-15T22:30:00+02:00 Bucharest,38%RH
2025-02-15T22:45:00+02:00 Bucharest,38%RH
2025-02-15T22:51:17+02:00 Bucharest,37.5%RH
2025-02-15T23:00:00+02:00 Bucharest,37.5%RH
2025-02-15T23:01:17+02:00 Bucharest,38%RH
2025-02-15T23:15:00+02:00 Bucharest,38%RH
2025-02-15T23:30:00+02:00 Bucharest,38%RH
2025-02-15T23:45:00+02:00 Bucharest,38%RH
2025-02-16T00:00:00+02:00 Bucharest,38%RH
2025-02-16T00:15:00+02:00 Bucharest,38%RH
2025-02-16T00:30:00+02:00 Bucharest,38%RH
2025-02-16T00:45:00+02:00 Bucharest,38%RH
2025-02-16T01:00:00+02:00 Bucharest,38%RH
2025-02-16T01:11:17+02:00 Bucharest,38.5%RH
2025-02-16T01:15:00+02:00 Bucharest,38.5%RH
2025-02-16T01:21:18+02:00 Bucharest,39%RH
2025-02-16T01:30:00+02:00 Bucharest,39%RH
2025-02-16T01:31:18+02:00 Bucharest,38.5%RH
2025-02-16T01:45:00+02:00 Bucharest,38.5%RH
2025-02-16T01:51:17+02:00 Bucharest,38%RH
2025-02-16T02:00:00+02:00 Bucharest,38%RH
2025-02-16T02:15:00+02:00 Bucharest,38%RH
2025-02-16T02:21:17+02:00 Bucharest,37.5%RH
2025-02-16T02:30:00+02:00 Bucharest,37.5%RH
2025-02-16T02:45:00+02:00 Bucharest,37.5%RH
2025-02-16T02:51:17+02:00 Bucharest,38%RH
2025-02-16T03:00:00+02:00 Bucharest,38%RH
2025-02-16T03:11:18+02:00 Bucharest,37.5%RH
2025-02-16T03:15:00+02:00 Bucharest,37.5%RH
2025-02-16T03:30:00+02:00 Bucharest,37.5%RH
2025-02-16T03:45:00+02:00 Bucharest,37.5%RH
2025-02-16T04:00:00+02:00 Bucharest,37.5%RH
2025-02-16T04:15:00+02:00 Bucharest,37.5%RH
2025-02-16T04:21:18+02:00 Bucharest,38%RH
2025-02-16T04:30:00+02:00 Bucharest,38%RH
2025-02-16T04:45:00+02:00 Bucharest,38%RH
2025-02-16T04:51:18+02:00 Bucharest,37.5%RH
2025-02-16T05:00:00+02:00 Bucharest,37.5%RH
2025-02-16T05:15:00+02:00 Bucharest,37.5%RH
2025-02-16T05:30:00+02:00 Bucharest,37.5%RH
2025-02-16T05:45:00+02:00 Bucharest,37.5%RH
2025-02-16T06:00:00+02:00 Bucharest,37.5%RH
2025-02-16T06:15:00+02:00 Bucharest,37.5%RH
2025-02-16T06:30:00+02:00 Bucharest,37.5%RH
2025-02-16T06:45:00+02:00 Bucharest,37.5%RH
2025-02-16T07:00:00+02:00 Bucharest,37.5%RH
2025-02-16T07:15:00+02:00 Bucharest,37.5%RH
2025-02-16T07:30:00+02:00 Bucharest,37.5%RH
2025-02-16T07:31:17+02:00 Bucharest,38%RH
2025-02-16T07:45:00+02:00 Bucharest,38%RH
2025-02-16T07:51:17+02:00 Bucharest,37.5%RH
2025-02-16T08:00:00+02:00 Bucharest,37.5%RH
2025-02-16T08:15:00+02:00 Bucharest,37.5%RH
2025-02-16T08:30:00+02:00 Bucharest,37.5%RH
2025-02-16T08:45:00+02:00 Bucharest,37.5%RH
2025-02-16T09:00:00+02:00 Bucharest,37.5%RH
2025-02-16T09:15:00+02:00 Bucharest,37.5%RH
2025-02-16T09:30:00+02:00 Bucharest,37.5%RH
2025-02-16T09:45:00+02:00 Bucharest,37.5%RH
2025-02-16T10:00:00+02:00 Bucharest,37.5%RH
2025-02-16T10:15:00+02:00 Bucharest,37.5%RH
2025-02-16T10:30:00+02:00 Bucharest,37.5%RH
2025-02-16T10:31:18+02:00 Bucharest,38%RH
2025-02-16T10:45:00+02:00 Bucharest,38%RH
2025-02-16T10:51:17+02:00 Bucharest,37.5%RH
2025-02-16T11:00:00+02:00 Bucharest,37.5%RH
2025-02-16T11:15:00+02:00 Bucharest,37.5%RH
2025-02-16T11:30:00+02:00 Bucharest,37.5%RH
2025-02-16T11:31:18+02:00 Bucharest,37%RH
2025-02-16T11:41:18+02:00 Bucharest,37.5%RH
2025-02-16T11:45:00+02:00 Bucharest,37.5%RH
2025-02-16T12:00:00+02:00 Bucharest,37.5%RH
2025-02-16T12:11:18+02:00 Bucharest,37%RH
2025-02-16T12:15:00+02:00 Bucharest,37%RH
2025-02-16T12:30:00+02:00 Bucharest,37%RH
2025-02-16T12:45:00+02:00 Bucharest,37%RH
2025-02-16T13:00:00+02:00 Bucharest,37%RH
2025-02-16T13:15:00+02:00 Bucharest,37%RH
2025-02-16T13:30:00+02:00 Bucharest,37%RH
2025-02-16T13:45:00+02:00 Bucharest,37%RH
2025-02-16T13:51:18+02:00 Bucharest,37.5%RH
2025-02-16T14:00:00+02:00 Bucharest,37.5%RH
2025-02-16T14:15:00+02:00 Bucharest,37.5%RH
2025-02-16T14:21:18+02:00 Bucharest,37%RH
2025-02-16T14:30:00+02:00 Bucharest,37%RH
2025-02-16T14:45:00+02:00 Bucharest,37%RH
2025-02-16T14:51:18+02:00 Bucharest,37.5%RH
2025-02-16T15:00:00+02:00 Bucharest,37.5%RH
2025-02-16T15:15:00+02:00 Bucharest,37.5%RH
2025-02-16T15:30:00+02:00 Bucharest,37.5%RH
2025-02-16T15:45:00+02:00 Bucharest,37.5%RH
2025-02-16T16:00:00+02:00 Bucharest,37.5%RH
2025-02-16T16:15:00+02:00 Bucharest,37.5%RH
2025-02-16T16:30:00+02:00 Bucharest,37.5%RH
2025-02-16T16:45:00+02:00 Bucharest,37.5%RH
2025-02-16T17:00:00+02:00 Bucharest,37.5%RH
2025-02-16T17:11:18+02:00 Bucharest,38.5%RH
2025-02-16T17:15:00+02:00 Bucharest,38.5%RH
2025-02-16T17:21:17+02:00 Bucharest,39%RH
2025-02-16T17:30:00+02:00 Bucharest,39%RH
2025-02-16T17:31:17+02:00 Bucharest,39.5%RH
2025-02-16T17:45:00+02:00 Bucharest,39.5%RH
2025-02-16T18:00:00+02:00 Bucharest,39.5%RH
2025-02-16T18:15:00+02:00 Bucharest,39.5%RH
2025-02-16T18:30:00+02:00 Bucharest,39.5%RH
2025-02-16T18:45:00+02:00 Bucharest,39.5%RH
2025-02-16T18:51:18+02:00 Bucharest,39%RH
2025-02-16T19:00:00+02:00 Bucharest,39%RH
2025-02-16T19:15:00+02:00 Bucharest,39%RH
2025-02-16T19:30:00+02:00 Bucharest,39%RH
2025-02-16T19:45:00+02:00 Bucharest,39%RH
2025-02-16T20:00:00+02:00 Bucharest,39%RH
2025-02-16T20:15:00+02:00 Bucharest,39%RH
2025-02-16T20:30:00+02:00 Bucharest,39%RH
2025-02-16T20:45:00+02:00 Bucharest,39%RH
2025-02-16T21:00:00+02:00 Bucharest,39%RH
2025-02-16T21:11:18+02:00 Bucharest,39.5%RH
2025-02-16T21:15:00+02:00 Bucharest,39.5%RH
2025-02-16T21:30:00+02:00 Bucharest,39.5%RH
2025-02-16T21:41:18+02:00 Bucharest,39%RH
2025-02-16T21:45:00+02:00 Bucharest,39%RH
2025-02-16T22:00:00+02:00 Bucharest,39%RH
2025-02-16T22:15:00+02:00 Bucharest,39%RH
2025-02-16T22:30:00+02:00 Bucharest,39%RH
2025-02-16T22:45:00+02:00 Bucharest,39%RH
2025-02-16T23:00:00+02:00 Bucharest,39%RH
2025-02-16T23:15:00+02:00 Bucharest,39%RH
2025-02-16T23:21:18+02:00 Bucharest,39.5%RH
2025-02-16T23:30:00+02:00 Bucharest,39.5%RH
2025-02-16T23:45:00+02:00 Bucharest,39.5%RH
2025-02-16T23:51:18+02:00 Bucharest,40.5%RH
2025-02-17T00:00:00+02:00 Bucharest,40.5%RH
2025-02-17T00:01:17+02:00 Bucharest,41.5%RH
2025-02-17T00:11:17+02:00 Bucharest,42%RH
2025-02-17T00:15:00+02:00 Bucharest,42%RH
2025-02-17T00:21:17+02:00 Bucharest,42.5%RH
2025-02-17T00:30:00+02:00 Bucharest,42.5%RH
2025-02-17T00:41:17+02:00 Bucharest,43%RH
2025-02-17T00:45:00+02:00 Bucharest,43%RH
2025-02-17T01:00:00+02:00 Bucharest,43%RH
2025-02-17T01:01:18+02:00 Bucharest,43.5%RH
2025-02-17T01:11:17+02:00 Bucharest,44%RH
2025-02-17T01:15:00+02:00 Bucharest,44%RH
2025-02-17T01:30:00+02:00 Bucharest,44%RH
2025-02-17T01:41:18+02:00 Bucharest,43.5%RH
2025-02-17T01:45:00+02:00 Bucharest,43.5%RH
2025-02-17T02:00:00+02:00 Bucharest,43.5%RH
2025-02-17T02:11:18+02:00 Bucharest,44%RH
2025-02-17T02:15:00+02:00 Bucharest,44%RH
2025-02-17T02:30:00+02:00 Bucharest,44%RH
2025-02-17T02:45:00+02:00 Bucharest,44%RH
2025-02-17T03:00:00+02:00 Bucharest,44%RH
2025-02-17T03:15:00+02:00 Bucharest,44%RH
2025-02-17T03:30:00+02:00 Bucharest,44%RH
2025-02-17T03:41:17+02:00 Bucharest,44.5%RH
2025-02-17T03:45:00+02:00 Bucharest,44.5%RH
2025-02-17T04:00:00+02:00 Bucharest,44.5%RH
2025-02-17T04:15:00+02:00 Bucharest,44.5%RH
2025-02-17T04:30:00+02:00 Bucharest,44.5%RH
2025-02-17T04:31:17+02:00 Bucharest,44%RH
2025-02-17T04:45:00+02:00 Bucharest,44%RH
2025-02-17T05:00:00+02:00 Bucharest,44%RH
2025-02-17T05:01:18+02:00 Bucharest,43.5%RH
2025-02-17T05:15:00+02:00 Bucharest,43.5%RH
2025-02-17T05:30:00+02:00 Bucharest,43.5%RH
2025-02-17T05:45:00+02:00 Bucharest,43.5%RH
2025-02-17T06:00:00+02:00 Bucharest,43.5%RH
2025-02-17T06:15:00+02:00 Bucharest,43.5%RH
2025-02-17T06:30:00+02:00 Bucharest,43.5%RH
2025-02-17T06:45:00+02:00 Bucharest,43.5%RH
2025-02-17T07:00:00+02:00 Bucharest,43.5%RH
2025-02-17T07:15:00+02:00 Bucharest,43.5%RH
2025-02-17T07:30:00+02:00 Bucharest,43.5%RH
2025-02-17T07:31:17+02:00 Bucharest,44%RH
2025-02-17T07:45:00+02:00 Bucharest,44%RH
2025-02-17T07:51:18+02:00 Bucharest,43.5%RH
2025-02-17T08:00:00+02:00 Bucharest,43.5%RH
2025-02-17T08:15:00+02:00 Bucharest,43.5%RH
2025-02-17T08:30:00+02:00 Bucharest,43.5%RH
