ver:"3.0" more:T hisLimit:10000 dis:"Mon 1-Jan-2024 to Sun 1-Feb-2026" view:"chart" limit:10000 hisStart:2024-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-02T00:00:00+02:00 Bucharest
ts disKey:"ui::timestamp" tz:"Bucharest" chartFormat:"D-MMM",v0 mod:2024-04-12T14:40:25.267Z hisSize:49272 tz:"Bucharest" roomRef:@p:linkEdge:r:2d996b8c-aab4b9e7 "Site B Room 2nca" lorawanPoint maxVal:100 his minVal:0 humidity id:@p:linkEdge:r:2d9aaf5a-0aed8a0b "Site B Room 2 AQ Humidity" hisStart:2025-01-01T00:00:00+02:00 Bucharest hisEnd:2026-02-06T03:00:00+02:00 Bucharest innLinkEdge kind:"Number" unit:"%RH" sensor cur amSensorRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" curStatus:"ok" amSensorAM107ModelId:"_amSensorAM107_point:humidity" point curVal:44.5%RH disMacro:"\$equipRef \$navName" lorawanConnRef:@p:linkEdge:r:2d9aaf5a-8fb5e82f "2 AQ" navName:"Humidity" hisCollectInterval:15min equipRef:@p:linkEdge:r:2d9aaf5a-6e83ede1 "Site B Room 2 AQ" hisStatus:"ok" siteRef:@p:linkEdge:r:2d996a50-dc9f00bf "Site B Room" hisCollectCov:0.1 lorawanCur:"humidity" floorRef:@p:linkEdge:r:2d996b6c-2cc687ba "p:linkEdge:r:2d996b6c-2cc687ba"
2025-02-17T08:31:17+02:00 Bucharest,43%RH
2025-02-17T08:45:00+02:00 Bucharest,43%RH
2025-02-17T09:00:00+02:00 Bucharest,43%RH
2025-02-17T09:15:00+02:00 Bucharest,43%RH
2025-02-17T09:30:00+02:00 Bucharest,43%RH
2025-02-17T09:45:00+02:00 Bucharest,43%RH
2025-02-17T09:51:17+02:00 Bucharest,42.5%RH
2025-02-17T10:00:00+02:00 Bucharest,42.5%RH
2025-02-17T10:15:00+02:00 Bucharest,42.5%RH
2025-02-17T10:30:00+02:00 Bucharest,42.5%RH
2025-02-17T10:41:17+02:00 Bucharest,42%RH
2025-02-17T10:45:00+02:00 Bucharest,42%RH
2025-02-17T11:00:00+02:00 Bucharest,42%RH
2025-02-17T11:15:00+02:00 Bucharest,42%RH
2025-02-17T11:21:18+02:00 Bucharest,41.5%RH
2025-02-17T11:30:00+02:00 Bucharest,41.5%RH
2025-02-17T11:45:00+02:00 Bucharest,41.5%RH
2025-02-17T12:00:00+02:00 Bucharest,41.5%RH
2025-02-17T12:01:17+02:00 Bucharest,41%RH
2025-02-17T12:15:00+02:00 Bucharest,41%RH
2025-02-17T12:30:00+02:00 Bucharest,41%RH
2025-02-17T12:45:00+02:00 Bucharest,41%RH
2025-02-17T13:00:00+02:00 Bucharest,41%RH
2025-02-17T13:15:00+02:00 Bucharest,41%RH
2025-02-17T13:30:00+02:00 Bucharest,41%RH
2025-02-17T13:45:00+02:00 Bucharest,41%RH
2025-02-17T14:00:00+02:00 Bucharest,41%RH
2025-02-17T14:11:17+02:00 Bucharest,41.5%RH
2025-02-17T14:15:00+02:00 Bucharest,41.5%RH
2025-02-17T14:21:17+02:00 Bucharest,42%RH
2025-02-17T14:30:00+02:00 Bucharest,42%RH
2025-02-17T14:31:17+02:00 Bucharest,42.5%RH
2025-02-17T14:41:18+02:00 Bucharest,43%RH
2025-02-17T14:45:00+02:00 Bucharest,43%RH
2025-02-17T14:51:17+02:00 Bucharest,42.5%RH
2025-02-17T15:00:00+02:00 Bucharest,42.5%RH
2025-02-17T15:15:00+02:00 Bucharest,42.5%RH
2025-02-17T15:21:17+02:00 Bucharest,43%RH
2025-02-17T15:30:00+02:00 Bucharest,43%RH
2025-02-17T15:41:17+02:00 Bucharest,43.5%RH
2025-02-17T15:45:00+02:00 Bucharest,43.5%RH
2025-02-17T16:00:00+02:00 Bucharest,43.5%RH
2025-02-17T16:15:00+02:00 Bucharest,43.5%RH
2025-02-17T16:30:00+02:00 Bucharest,43.5%RH
2025-02-17T16:45:00+02:00 Bucharest,43.5%RH
2025-02-17T16:51:17+02:00 Bucharest,43%RH
2025-02-17T17:00:00+02:00 Bucharest,43%RH
2025-02-17T17:15:00+02:00 Bucharest,43%RH
2025-02-17T17:30:00+02:00 Bucharest,43%RH
2025-02-17T17:31:17+02:00 Bucharest,43.5%RH
2025-02-17T17:41:17+02:00 Bucharest,44.5%RH
2025-02-17T17:45:00+02:00 Bucharest,44.5%RH
2025-02-17T17:51:17+02:00 Bucharest,45%RH
2025-02-17T18:00:00+02:00 Bucharest,45%RH
2025-02-17T18:01:18+02:00 Bucharest,46%RH
2025-02-17T18:11:17+02:00 Bucharest,45.5%RH
2025-02-17T18:15:00+02:00 Bucharest,45.5%RH
2025-02-17T18:21:17+02:00 Bucharest,44%RH
2025-02-17T18:30:00+02:00 Bucharest,44%RH
2025-02-17T18:41:17+02:00 Bucharest,43%RH
2025-02-17T18:45:00+02:00 Bucharest,43%RH
2025-02-17T18:51:17+02:00 Bucharest,42.5%RH
2025-02-17T19:00:00+02:00 Bucharest,42.5%RH
2025-02-17T19:15:00+02:00 Bucharest,42.5%RH
2025-02-17T19:30:00+02:00 Bucharest,42.5%RH
2025-02-17T19:45:00+02:00 Bucharest,42.5%RH
2025-02-17T20:00:00+02:00 Bucharest,42.5%RH
2025-02-17T20:15:00+02:00 Bucharest,42.5%RH
2025-02-17T20:30:00+02:00 Bucharest,42.5%RH
2025-02-17T20:41:17+02:00 Bucharest,42%RH
2025-02-17T20:45:00+02:00 Bucharest,42%RH
2025-02-17T21:00:00+02:00 Bucharest,42%RH
2025-02-17T21:15:00+02:00 Bucharest,42%RH
2025-02-17T21:21:17+02:00 Bucharest,41.5%RH
2025-02-17T21:30:00+02:00 Bucharest,41.5%RH
2025-02-17T21:41:17+02:00 Bucharest,41%RH
2025-02-17T21:45:00+02:00 Bucharest,41%RH
2025-02-17T22:00:00+02:00 Bucharest,41%RH
2025-02-17T22:15:00+02:00 Bucharest,41%RH
2025-02-17T22:30:00+02:00 Bucharest,41%RH
2025-02-17T22:45:00+02:00 Bucharest,41%RH
2025-02-17T23:00:00+02:00 Bucharest,41%RH
2025-02-17T23:15:00+02:00 Bucharest,41%RH
2025-02-17T23:30:00+02:00 Bucharest,41%RH
2025-02-17T23:45:00+02:00 Bucharest,41%RH
2025-02-18T00:00:00+02:00 Bucharest,41%RH
2025-02-18T00:01:17+02:00 Bucharest,41.5%RH
2025-02-18T00:11:17+02:00 Bucharest,41%RH
2025-02-18T00:15:00+02:00 Bucharest,41%RH
2025-02-18T00:30:00+02:00 Bucharest,41%RH
2025-02-18T00:45:00+02:00 Bucharest,41%RH
2025-02-18T01:00:00+02:00 Bucharest,41%RH
2025-02-18T01:15:00+02:00 Bucharest,41%RH
2025-02-18T01:30:00+02:00 Bucharest,41%RH
2025-02-18T01:45:00+02:00 Bucharest,41%RH
2025-02-18T01:51:17+02:00 Bucharest,40.5%RH
2025-02-18T02:00:00+02:00 Bucharest,40.5%RH
2025-02-18T02:15:00+02:00 Bucharest,40.5%RH
2025-02-18T02:21:17+02:00 Bucharest,41%RH
2025-02-18T02:30:00+02:00 Bucharest,41%RH
2025-02-18T02:45:00+02:00 Bucharest,41%RH
2025-02-18T03:00:00+02:00 Bucharest,41%RH
2025-02-18T03:15:00+02:00 Bucharest,41%RH
2025-02-18T03:30:00+02:00 Bucharest,41%RH
2025-02-18T03:45:00+02:00 Bucharest,41%RH
2025-02-18T03:51:17+02:00 Bucharest,40.5%RH
2025-02-18T04:00:00+02:00 Bucharest,40.5%RH
2025-02-18T04:11:18+02:00 Bucharest,40%RH
2025-02-18T04:15:00+02:00 Bucharest,40%RH
2025-02-18T04:30:00+02:00 Bucharest,40%RH
2025-02-18T04:45:00+02:00 Bucharest,40%RH
2025-02-18T05:00:00+02:00 Bucharest,40%RH
2025-02-18T05:15:00+02:00 Bucharest,40%RH
2025-02-18T05:30:00+02:00 Bucharest,40%RH
2025-02-18T05:45:00+02:00 Bucharest,40%RH
2025-02-18T06:00:00+02:00 Bucharest,40%RH
2025-02-18T06:01:17+02:00 Bucharest,40.5%RH
2025-02-18T06:11:17+02:00 Bucharest,40%RH
2025-02-18T06:15:00+02:00 Bucharest,40%RH
2025-02-18T06:21:17+02:00 Bucharest,40.5%RH
2025-02-18T06:30:00+02:00 Bucharest,40.5%RH
2025-02-18T06:31:17+02:00 Bucharest,40%RH
2025-02-18T06:45:00+02:00 Bucharest,40%RH
2025-02-18T07:00:00+02:00 Bucharest,40%RH
2025-02-18T07:15:00+02:00 Bucharest,40%RH
2025-02-18T07:30:00+02:00 Bucharest,40%RH
2025-02-18T07:45:00+02:00 Bucharest,40%RH
2025-02-18T08:00:00+02:00 Bucharest,40%RH
2025-02-18T08:15:00+02:00 Bucharest,40%RH
2025-02-18T08:30:00+02:00 Bucharest,40%RH
2025-02-18T08:45:00+02:00 Bucharest,40%RH
2025-02-18T08:51:17+02:00 Bucharest,39.5%RH
2025-02-18T09:00:00+02:00 Bucharest,39.5%RH
2025-02-18T09:11:17+02:00 Bucharest,39%RH
2025-02-18T09:15:00+02:00 Bucharest,39%RH
2025-02-18T09:30:00+02:00 Bucharest,39%RH
2025-02-18T09:45:00+02:00 Bucharest,39%RH
2025-02-18T10:00:00+02:00 Bucharest,39%RH
2025-02-18T10:15:00+02:00 Bucharest,39%RH
2025-02-18T10:30:00+02:00 Bucharest,39%RH
2025-02-18T10:45:00+02:00 Bucharest,39%RH
2025-02-18T11:00:00+02:00 Bucharest,39%RH
2025-02-18T11:15:00+02:00 Bucharest,39%RH
2025-02-18T11:30:00+02:00 Bucharest,39%RH
2025-02-18T11:45:00+02:00 Bucharest,39%RH
2025-02-18T12:00:00+02:00 Bucharest,39%RH
2025-02-18T12:15:00+02:00 Bucharest,39%RH
2025-02-18T12:30:00+02:00 Bucharest,39%RH
2025-02-18T12:41:17+02:00 Bucharest,38.5%RH
2025-02-18T12:45:00+02:00 Bucharest,38.5%RH
2025-02-18T13:00:00+02:00 Bucharest,38.5%RH
2025-02-18T13:15:00+02:00 Bucharest,38.5%RH
2025-02-18T13:30:00+02:00 Bucharest,38.5%RH
2025-02-18T13:45:00+02:00 Bucharest,38.5%RH
2025-02-18T14:00:00+02:00 Bucharest,38.5%RH
2025-02-18T14:01:17+02:00 Bucharest,39%RH
2025-02-18T14:15:00+02:00 Bucharest,39%RH
2025-02-18T14:21:17+02:00 Bucharest,39.5%RH
2025-02-18T14:30:00+02:00 Bucharest,39.5%RH
2025-02-18T14:45:00+02:00 Bucharest,39.5%RH
2025-02-18T14:51:18+02:00 Bucharest,40%RH
2025-02-18T15:00:00+02:00 Bucharest,40%RH
2025-02-18T15:11:17+02:00 Bucharest,41%RH
2025-02-18T15:15:00+02:00 Bucharest,41%RH
2025-02-18T15:30:00+02:00 Bucharest,41%RH
2025-02-18T15:31:17+02:00 Bucharest,42%RH
2025-02-18T15:41:17+02:00 Bucharest,42.5%RH
2025-02-18T15:45:00+02:00 Bucharest,42.5%RH
2025-02-18T15:51:17+02:00 Bucharest,43%RH
2025-02-18T16:00:00+02:00 Bucharest,43%RH
2025-02-18T16:11:17+02:00 Bucharest,42.5%RH
2025-02-18T16:15:00+02:00 Bucharest,42.5%RH
2025-02-18T16:30:00+02:00 Bucharest,42.5%RH
2025-02-18T16:41:17+02:00 Bucharest,42%RH
2025-02-18T16:45:00+02:00 Bucharest,42%RH
2025-02-18T17:00:00+02:00 Bucharest,42%RH
2025-02-18T17:01:17+02:00 Bucharest,41.5%RH
2025-02-18T17:15:00+02:00 Bucharest,41.5%RH
2025-02-18T17:21:17+02:00 Bucharest,41%RH
2025-02-18T17:30:00+02:00 Bucharest,41%RH
2025-02-18T17:45:00+02:00 Bucharest,41%RH
2025-02-18T18:00:00+02:00 Bucharest,41%RH
2025-02-18T18:11:17+02:00 Bucharest,40.5%RH
2025-02-18T18:15:00+02:00 Bucharest,40.5%RH
2025-02-18T18:21:17+02:00 Bucharest,41%RH
2025-02-18T18:30:00+02:00 Bucharest,41%RH
2025-02-18T18:41:17+02:00 Bucharest,40.5%RH
2025-02-18T18:45:00+02:00 Bucharest,40.5%RH
2025-02-18T19:00:00+02:00 Bucharest,40.5%RH
2025-02-18T19:15:00+02:00 Bucharest,40.5%RH
2025-02-18T19:30:00+02:00 Bucharest,40.5%RH
2025-02-18T19:45:00+02:00 Bucharest,40.5%RH
2025-02-18T20:00:00+02:00 Bucharest,40.5%RH
2025-02-18T20:15:00+02:00 Bucharest,40.5%RH
2025-02-18T20:30:00+02:00 Bucharest,40.5%RH
2025-02-18T20:41:17+02:00 Bucharest,41%RH
2025-02-18T20:45:00+02:00 Bucharest,41%RH
2025-02-18T21:00:00+02:00 Bucharest,41%RH
2025-02-18T21:01:17+02:00 Bucharest,41.5%RH
2025-02-18T21:15:00+02:00 Bucharest,41.5%RH
2025-02-18T21:21:17+02:00 Bucharest,42%RH
2025-02-18T21:30:00+02:00 Bucharest,42%RH
2025-02-18T21:31:17+02:00 Bucharest,42.5%RH
2025-02-18T21:45:00+02:00 Bucharest,42.5%RH
2025-02-18T22:00:00+02:00 Bucharest,42.5%RH
2025-02-18T22:15:00+02:00 Bucharest,42.5%RH
2025-02-18T22:30:00+02:00 Bucharest,42.5%RH
2025-02-18T22:41:17+02:00 Bucharest,42%RH
2025-02-18T22:45:00+02:00 Bucharest,42%RH
2025-02-18T22:51:17+02:00 Bucharest,42.5%RH
2025-02-18T23:00:00+02:00 Bucharest,42.5%RH
2025-02-18T23:11:17+02:00 Bucharest,43%RH
2025-02-18T23:15:00+02:00 Bucharest,43%RH
2025-02-18T23:21:17+02:00 Bucharest,43.5%RH
2025-02-18T23:30:00+02:00 Bucharest,43.5%RH
2025-02-18T23:31:17+02:00 Bucharest,43%RH
2025-02-18T23:41:17+02:00 Bucharest,43.5%RH
2025-02-18T23:45:00+02:00 Bucharest,43.5%RH
2025-02-19T00:00:00+02:00 Bucharest,43.5%RH
2025-02-19T00:15:00+02:00 Bucharest,43.5%RH
2025-02-19T00:21:17+02:00 Bucharest,43%RH
2025-02-19T00:30:00+02:00 Bucharest,43%RH
2025-02-19T00:45:00+02:00 Bucharest,43%RH
2025-02-19T01:00:00+02:00 Bucharest,43%RH
2025-02-19T01:15:00+02:00 Bucharest,43%RH
2025-02-19T01:21:17+02:00 Bucharest,42.5%RH
2025-02-19T01:30:00+02:00 Bucharest,42.5%RH
2025-02-19T01:45:00+02:00 Bucharest,42.5%RH
2025-02-19T01:51:17+02:00 Bucharest,42%RH
2025-02-19T02:00:00+02:00 Bucharest,42%RH
2025-02-19T02:15:00+02:00 Bucharest,42%RH
2025-02-19T02:30:00+02:00 Bucharest,42%RH
2025-02-19T02:31:17+02:00 Bucharest,41.5%RH
2025-02-19T02:45:00+02:00 Bucharest,41.5%RH
2025-02-19T02:51:17+02:00 Bucharest,41%RH
2025-02-19T03:00:00+02:00 Bucharest,41%RH
2025-02-19T03:15:00+02:00 Bucharest,41%RH
2025-02-19T03:30:00+02:00 Bucharest,41%RH
2025-02-19T03:31:17+02:00 Bucharest,40.5%RH
2025-02-19T03:45:00+02:00 Bucharest,40.5%RH
2025-02-19T04:00:00+02:00 Bucharest,40.5%RH
2025-02-19T04:15:00+02:00 Bucharest,40.5%RH
2025-02-19T04:30:00+02:00 Bucharest,40.5%RH
2025-02-19T04:41:17+02:00 Bucharest,41%RH
2025-02-19T04:45:00+02:00 Bucharest,41%RH
2025-02-19T05:00:00+02:00 Bucharest,41%RH
2025-02-19T05:15:00+02:00 Bucharest,41%RH
2025-02-19T05:21:17+02:00 Bucharest,40.5%RH
2025-02-19T05:30:00+02:00 Bucharest,40.5%RH
2025-02-19T05:45:00+02:00 Bucharest,40.5%RH
2025-02-19T06:00:00+02:00 Bucharest,40.5%RH
2025-02-19T06:11:17+02:00 Bucharest,40%RH
2025-02-19T06:15:00+02:00 Bucharest,40%RH
2025-02-19T06:30:00+02:00 Bucharest,40%RH
2025-02-19T06:31:17+02:00 Bucharest,39.5%RH
2025-02-19T06:45:00+02:00 Bucharest,39.5%RH
2025-02-19T07:00:00+02:00 Bucharest,39.5%RH
2025-02-19T07:15:00+02:00 Bucharest,39.5%RH
2025-02-19T07:30:00+02:00 Bucharest,39.5%RH
2025-02-19T07:45:00+02:00 Bucharest,39.5%RH
2025-02-19T08:00:00+02:00 Bucharest,39.5%RH
2025-02-19T08:15:00+02:00 Bucharest,39.5%RH
2025-02-19T08:30:00+02:00 Bucharest,39.5%RH
2025-02-19T08:45:00+02:00 Bucharest,39.5%RH
2025-02-19T09:00:00+02:00 Bucharest,39.5%RH
2025-02-19T09:11:17+02:00 Bucharest,39%RH
2025-02-19T09:15:00+02:00 Bucharest,39%RH
2025-02-19T09:30:00+02:00 Bucharest,39%RH
2025-02-19T09:31:17+02:00 Bucharest,39.5%RH
2025-02-19T09:45:00+02:00 Bucharest,39.5%RH
2025-02-19T10:00:00+02:00 Bucharest,39.5%RH
2025-02-19T10:01:16+02:00 Bucharest,39%RH
2025-02-19T10:15:00+02:00 Bucharest,39%RH
2025-02-19T10:30:00+02:00 Bucharest,39%RH
2025-02-19T10:45:00+02:00 Bucharest,39%RH
2025-02-19T11:00:00+02:00 Bucharest,39%RH
2025-02-19T11:15:00+02:00 Bucharest,39%RH
2025-02-19T11:30:00+02:00 Bucharest,39%RH
2025-02-19T11:45:00+02:00 Bucharest,39%RH
2025-02-19T11:51:17+02:00 Bucharest,39.5%RH
2025-02-19T12:00:00+02:00 Bucharest,39.5%RH
2025-02-19T12:15:00+02:00 Bucharest,39.5%RH
2025-02-19T12:30:00+02:00 Bucharest,39.5%RH
2025-02-19T12:45:00+02:00 Bucharest,39.5%RH
2025-02-19T12:51:16+02:00 Bucharest,40%RH
2025-02-19T13:00:00+02:00 Bucharest,40%RH
2025-02-19T13:01:17+02:00 Bucharest,39.5%RH
2025-02-19T13:15:00+02:00 Bucharest,39.5%RH
2025-02-19T13:30:00+02:00 Bucharest,39.5%RH
2025-02-19T13:45:00+02:00 Bucharest,39.5%RH
2025-02-19T14:00:00+02:00 Bucharest,39.5%RH
2025-02-19T14:15:00+02:00 Bucharest,39.5%RH
2025-02-19T14:30:00+02:00 Bucharest,39.5%RH
2025-03-10T18:45:00+02:00 Bucharest,40%RH
2025-03-10T19:15:00+02:00 Bucharest,39.5%RH
2025-03-10T19:30:00+02:00 Bucharest,39.5%RH
2025-03-10T19:45:00+02:00 Bucharest,39.5%RH
2025-03-10T20:00:00+02:00 Bucharest,39.5%RH
2025-03-10T20:15:00+02:00 Bucharest,39.5%RH
2025-03-10T20:24:17+02:00 Bucharest,40%RH
2025-03-10T20:30:00+02:00 Bucharest,40%RH
2025-03-10T20:45:00+02:00 Bucharest,40%RH
2025-03-10T21:00:00+02:00 Bucharest,40%RH
2025-03-10T21:15:00+02:00 Bucharest,40%RH
2025-03-10T21:30:00+02:00 Bucharest,40%RH
2025-03-10T21:34:17+02:00 Bucharest,40.5%RH
2025-03-10T21:45:00+02:00 Bucharest,40.5%RH
2025-03-10T22:00:00+02:00 Bucharest,40.5%RH
2025-03-10T22:04:17+02:00 Bucharest,40%RH
2025-03-10T22:15:00+02:00 Bucharest,40%RH
2025-03-10T22:30:00+02:00 Bucharest,40%RH
2025-03-10T22:44:17+02:00 Bucharest,40.5%RH
2025-03-10T22:45:00+02:00 Bucharest,40.5%RH
2025-03-10T23:00:00+02:00 Bucharest,40.5%RH
2025-03-10T23:04:17+02:00 Bucharest,41%RH
2025-03-10T23:15:00+02:00 Bucharest,41%RH
2025-03-10T23:30:00+02:00 Bucharest,41%RH
2025-03-10T23:45:00+02:00 Bucharest,41%RH
2025-03-11T00:00:00+02:00 Bucharest,41%RH
2025-03-11T00:15:00+02:00 Bucharest,41%RH
2025-03-11T00:30:00+02:00 Bucharest,41%RH
2025-03-11T00:34:17+02:00 Bucharest,41.5%RH
2025-03-11T00:45:00+02:00 Bucharest,41.5%RH
2025-03-11T01:00:00+02:00 Bucharest,41.5%RH
2025-03-11T01:15:00+02:00 Bucharest,41.5%RH
2025-03-11T01:30:00+02:00 Bucharest,41.5%RH
2025-03-11T01:45:00+02:00 Bucharest,41.5%RH
2025-03-11T02:00:00+02:00 Bucharest,41.5%RH
2025-03-11T02:15:00+02:00 Bucharest,41.5%RH
2025-03-11T02:30:00+02:00 Bucharest,41.5%RH
2025-03-11T02:45:00+02:00 Bucharest,41.5%RH
2025-03-11T03:00:00+02:00 Bucharest,41.5%RH
2025-03-11T03:14:17+02:00 Bucharest,41%RH
2025-03-11T03:15:00+02:00 Bucharest,41%RH
2025-03-11T03:30:00+02:00 Bucharest,41%RH
2025-03-11T03:45:00+02:00 Bucharest,41%RH
2025-03-11T04:00:00+02:00 Bucharest,41%RH
2025-03-11T04:15:00+02:00 Bucharest,41%RH
2025-03-11T04:30:00+02:00 Bucharest,41%RH
2025-03-11T04:45:00+02:00 Bucharest,41%RH
2025-03-11T05:00:00+02:00 Bucharest,41%RH
2025-03-11T05:15:00+02:00 Bucharest,41%RH
2025-03-11T05:30:00+02:00 Bucharest,41%RH
2025-03-11T05:45:00+02:00 Bucharest,41%RH
2025-03-11T06:00:00+02:00 Bucharest,41%RH
2025-03-11T06:15:00+02:00 Bucharest,41%RH
2025-03-11T06:30:00+02:00 Bucharest,41%RH
2025-03-11T06:45:00+02:00 Bucharest,41%RH
2025-03-11T07:00:00+02:00 Bucharest,41%RH
2025-03-11T07:15:00+02:00 Bucharest,41%RH
2025-03-11T07:30:00+02:00 Bucharest,41%RH
2025-03-11T07:45:00+02:00 Bucharest,41%RH
2025-03-11T07:54:17+02:00 Bucharest,40.5%RH
2025-03-11T08:00:00+02:00 Bucharest,40.5%RH
2025-03-11T08:15:00+02:00 Bucharest,40.5%RH
2025-03-11T08:30:00+02:00 Bucharest,40.5%RH
2025-03-11T08:45:00+02:00 Bucharest,40.5%RH
2025-03-11T09:00:00+02:00 Bucharest,40.5%RH
2025-03-11T09:15:00+02:00 Bucharest,40.5%RH
2025-03-11T09:30:00+02:00 Bucharest,40.5%RH
2025-03-11T09:45:00+02:00 Bucharest,40.5%RH
2025-03-11T10:00:00+02:00 Bucharest,40.5%RH
2025-03-11T10:15:00+02:00 Bucharest,40.5%RH
2025-03-11T10:30:00+02:00 Bucharest,40.5%RH
2025-03-11T10:44:17+02:00 Bucharest,39%RH
2025-03-11T10:45:00+02:00 Bucharest,39%RH
2025-03-11T10:54:17+02:00 Bucharest,36.5%RH
2025-03-11T11:00:00+02:00 Bucharest,36.5%RH
2025-03-11T11:04:17+02:00 Bucharest,37%RH
2025-03-11T11:14:17+02:00 Bucharest,37.5%RH
2025-03-11T11:15:00+02:00 Bucharest,37.5%RH
2025-03-11T11:30:00+02:00 Bucharest,37.5%RH
2025-03-11T11:34:17+02:00 Bucharest,38%RH
2025-03-11T11:45:00+02:00 Bucharest,38%RH
2025-03-11T11:54:17+02:00 Bucharest,38.5%RH
2025-03-11T12:00:00+02:00 Bucharest,38.5%RH
2025-03-11T12:15:00+02:00 Bucharest,38.5%RH
2025-03-11T12:30:00+02:00 Bucharest,38.5%RH
2025-03-11T12:44:17+02:00 Bucharest,39%RH
2025-03-11T12:45:00+02:00 Bucharest,39%RH
2025-03-11T13:00:00+02:00 Bucharest,39%RH
2025-03-11T13:15:00+02:00 Bucharest,39%RH
2025-03-11T13:30:00+02:00 Bucharest,39%RH
2025-03-11T13:45:00+02:00 Bucharest,39%RH
2025-03-11T14:00:00+02:00 Bucharest,39%RH
2025-03-11T14:15:00+02:00 Bucharest,39%RH
2025-03-11T14:24:18+02:00 Bucharest,39.5%RH
2025-03-11T14:30:00+02:00 Bucharest,39.5%RH
2025-03-11T14:45:00+02:00 Bucharest,39.5%RH
2025-03-11T15:00:00+02:00 Bucharest,39.5%RH
2025-03-11T15:15:00+02:00 Bucharest,39.5%RH
2025-03-11T15:30:00+02:00 Bucharest,39.5%RH
2025-03-11T15:45:00+02:00 Bucharest,39.5%RH
2025-03-11T16:00:00+02:00 Bucharest,39.5%RH
2025-03-11T16:04:18+02:00 Bucharest,40.5%RH
2025-03-11T16:14:18+02:00 Bucharest,41%RH
2025-03-11T16:15:00+02:00 Bucharest,41%RH
2025-03-11T16:30:00+02:00 Bucharest,41%RH
2025-03-11T16:34:17+02:00 Bucharest,41.5%RH
2025-03-11T16:45:00+02:00 Bucharest,41.5%RH
2025-03-11T17:00:00+02:00 Bucharest,41.5%RH
2025-03-11T17:14:18+02:00 Bucharest,42%RH
2025-03-11T17:15:00+02:00 Bucharest,42%RH
2025-03-11T17:30:00+02:00 Bucharest,42%RH
2025-03-11T17:44:18+02:00 Bucharest,42.5%RH
2025-03-11T17:45:00+02:00 Bucharest,42.5%RH
2025-03-11T18:00:00+02:00 Bucharest,42.5%RH
2025-03-11T18:04:18+02:00 Bucharest,43%RH
2025-03-11T18:15:00+02:00 Bucharest,43%RH
2025-03-11T18:30:00+02:00 Bucharest,43%RH
2025-03-11T18:44:17+02:00 Bucharest,43.5%RH
2025-03-11T18:45:00+02:00 Bucharest,43.5%RH
2025-03-11T19:00:00+02:00 Bucharest,43.5%RH
2025-03-11T19:04:18+02:00 Bucharest,43%RH
2025-03-11T19:15:00+02:00 Bucharest,43%RH
2025-03-11T19:30:00+02:00 Bucharest,43%RH
2025-03-11T19:44:18+02:00 Bucharest,43.5%RH
2025-03-11T19:45:00+02:00 Bucharest,43.5%RH
2025-03-11T19:54:17+02:00 Bucharest,43%RH
2025-03-11T20:00:00+02:00 Bucharest,43%RH
2025-03-11T20:14:18+02:00 Bucharest,43.5%RH
2025-03-11T20:15:00+02:00 Bucharest,43.5%RH
2025-03-11T20:30:00+02:00 Bucharest,43.5%RH
2025-03-11T20:45:00+02:00 Bucharest,43.5%RH
2025-03-11T21:00:00+02:00 Bucharest,43.5%RH
2025-03-11T21:15:00+02:00 Bucharest,43.5%RH
2025-03-11T21:30:00+02:00 Bucharest,43.5%RH
2025-03-11T21:44:18+02:00 Bucharest,44%RH
2025-03-11T21:45:00+02:00 Bucharest,44%RH
2025-03-11T22:00:00+02:00 Bucharest,44%RH
2025-03-11T22:15:00+02:00 Bucharest,44%RH
2025-03-11T22:30:00+02:00 Bucharest,44%RH
2025-03-11T22:34:18+02:00 Bucharest,44.5%RH
2025-03-11T22:45:00+02:00 Bucharest,44.5%RH
2025-03-11T23:00:00+02:00 Bucharest,44.5%RH
2025-03-11T23:15:00+02:00 Bucharest,44.5%RH
2025-03-11T23:24:18+02:00 Bucharest,44%RH
2025-03-11T23:30:00+02:00 Bucharest,44%RH
2025-03-11T23:45:00+02:00 Bucharest,44%RH
2025-03-12T00:00:00+02:00 Bucharest,44%RH
2025-03-12T00:15:00+02:00 Bucharest,44%RH
2025-03-12T00:30:00+02:00 Bucharest,44%RH
2025-03-12T00:45:00+02:00 Bucharest,44%RH
2025-03-12T01:00:00+02:00 Bucharest,44%RH
2025-03-12T01:15:00+02:00 Bucharest,44%RH
2025-03-12T01:30:00+02:00 Bucharest,44%RH
2025-03-12T01:34:17+02:00 Bucharest,44.5%RH
2025-03-12T01:45:00+02:00 Bucharest,44.5%RH
2025-03-12T02:00:00+02:00 Bucharest,44.5%RH
2025-03-12T02:15:00+02:00 Bucharest,44.5%RH
2025-03-12T02:30:00+02:00 Bucharest,44.5%RH
2025-03-12T02:45:00+02:00 Bucharest,44.5%RH
2025-03-12T03:00:00+02:00 Bucharest,44.5%RH
2025-03-12T03:15:00+02:00 Bucharest,44.5%RH
2025-03-12T03:30:00+02:00 Bucharest,44.5%RH
2025-03-12T03:45:00+02:00 Bucharest,44.5%RH
2025-03-12T03:54:18+02:00 Bucharest,44%RH
2025-03-12T04:00:00+02:00 Bucharest,44%RH
